Idx	IdName	Description	Unknown	Category
3694	MDD_het	Major depressive disorder (heterodominant model)	1	NON-ADDITIVE MODELS
3696	Dermatophytosis_dom	Dermatophytosis (dominant model)	1	NON-ADDITIVE MODELS
3697	Dermatophytosis_rec	Dermatophytosis (recessive model)	1	NON-ADDITIVE MODELS
3698	Dermatophytosis_het	Dermatophytosis (heterodominant model)	1	NON-ADDITIVE MODELS
3700	T2D_dom	Type 2 diabetes (dominant model)	1	NON-ADDITIVE MODELS
3701	T2D_rec	Type 2 diabetes (recessive model)	1	NON-ADDITIVE MODELS
3702	T2D_het	Type 2 diabetes (heterodominant model)	1	NON-ADDITIVE MODELS
3704	Dyslipid_dom	Dyslipidemia (dominant model)	1	NON-ADDITIVE MODELS
3705	Dyslipid_rec	Dyslipidemia (recessive model)	1	NON-ADDITIVE MODELS
3706	Dyslipid_het	Dyslipidemia (heterodominant model)	1	NON-ADDITIVE MODELS
3708	Hemorrhoids_dom	Hemorrhoids (dominant model)	1	NON-ADDITIVE MODELS
3709	Hemorrhoids_rec	Hemorrhoids (recessive model)	1	NON-ADDITIVE MODELS
3711	Hemorrhoids_het	Hemorrhoids (Heterodominant model)	1	NON-ADDITIVE MODELS
3712	HerniaAbdomin_dom	Hernia abdominopelvic cavity (dominant model)	1	NON-ADDITIVE MODELS
3713	HerniaAbdomin_rec	Hernia abdominopelvic cavity (recessive model)	1	NON-ADDITIVE MODELS
3714	HerniaAbdomin_het	Hernia abdominopelvic cavity (heterodominant model)	1	NON-ADDITIVE MODELS
3716	HYPERTENSION_dom	Hypertension (dominant model)	1	NON-ADDITIVE MODELS
3717	HYPERTENSION_rec	Hypertension (recessive model)	1	NON-ADDITIVE MODELS
3718	HYPERTENSION_het	Hypertension (heterodominant model)	1	NON-ADDITIVE MODELS
3720	SleepInsomnia_dom	Frequent insomnia symptoms (dominant model)	1	NON-ADDITIVE MODELS
3721	SleepInsomnia_rec	Frequent insomnia symptoms (recessive model)	1	NON-ADDITIVE MODELS
3722	SleepInsomnia_het	Frequent insomnia symptoms (heterodominant model)	1	NON-ADDITIVE MODELS
3724	IronDef_dom	Iron deficiency (dominant model)	1	NON-ADDITIVE MODELS
3725	IronDef_rec	Iron deficiency (recessive model)	1	NON-ADDITIVE MODELS
3726	IronDef_het	Iron deficiency (heterodominant model)	1	NON-ADDITIVE MODELS
3728	IBS_dom	Irritable bowel syndrome (dominant model)	1	NON-ADDITIVE MODELS
3729	IBS_rec	Irritable bowel syndrome (recessive model)	1	NON-ADDITIVE MODELS
3730	IBS_het	Irritable bowel syndrome (heterodominant model)	1	NON-ADDITIVE MODELS
3732	AMD_dom	Age-related macular degeneration (dominant model)	1	NON-ADDITIVE MODELS
3733	AMD_het	Age-related macular degeneration (heterodominant model)	1	NON-ADDITIVE MODELS
3734	AMD_rec	Age-related macular degeneration (recessive model)	1	NON-ADDITIVE MODELS
3736	ALLOA_dom	Any osteoarthritis (dominant model)	1	NON-ADDITIVE MODELS
3737	ALLOA_rec	Any osteoarthritis (recessive model)	1	NON-ADDITIVE MODELS
3738	ALLOA_het	Any osteoarthritis (heterodominant model)	1	NON-ADDITIVE MODELS
3740	Osteoporosis_dom	EHR-defined osteoporosis (dominant model)	1	NON-ADDITIVE MODELS
3741	Osteoporosis_rec	EHR-defined osteoporosis (recessive model)	1	NON-ADDITIVE MODELS
3742	Osteoporosis_het	EHR-defined osteoporosis (heterodominant model)	1	NON-ADDITIVE MODELS
3744	PepticUlcers_dom	Peptic ulcers (dominant model)	1	NON-ADDITIVE MODELS
3745	PepticUlcers_rec	Peptic ulcers (recessive model)	1	NON-ADDITIVE MODELS
3746	PepticUlcers_het	Peptic ulcers (heterodominant model)	1	NON-ADDITIVE MODELS
3748	Psychiatric_dom	Psychiatric disorders (dominant model)	1	NON-ADDITIVE MODELS
3749	Psychiatric_rec	Psychiatric disorders (recessive model)	1	NON-ADDITIVE MODELS
3750	Psychiatric_het	Psychiatric disorders (heterodominant model)	1	NON-ADDITIVE MODELS
3752	PVD_dom	Peripheral vascular disease (dominant model)	1	NON-ADDITIVE MODELS
3753	PVD_rec	Peripheral vascular disease (recessive model)	1	NON-ADDITIVE MODELS
3754	PVD_het	Peripheral vascular disease (heterodominant model)	1	NON-ADDITIVE MODELS
3756	Stress_dom	Acute reaction to stress (dominant model)	1	NON-ADDITIVE MODELS
3757	Stress_rec	Acute reaction to stress (recessive model)	1	NON-ADDITIVE MODELS
3758	Stress_het	Acute reaction to stress (heterodominant model)	1	NON-ADDITIVE MODELS
3760	VaricoseVeins_dom	Varicose veins (dominant model)	1	NON-ADDITIVE MODELS
3761	VaricoseVeins_rec	Varicose veins (recessive model)	1	NON-ADDITIVE MODELS
3762	VaricoseVeins_het	Varicose veins (heterodominant model)	1	NON-ADDITIVE MODELS
3768	AllergicRhinitis_add	Allergic rhinitis (additive model)	1	NON-ADDITIVE MODELS
3769	Asthma_add	Asthma (additive model)	1	NON-ADDITIVE MODELS
3771	AnyCVD_add	Any cardiovascular disease (additive model)	1	NON-ADDITIVE MODELS
3772	MDD_add	Major depressive disorder (additive model)	1	NON-ADDITIVE MODELS
3773	Dermatophytosis_add	Dermatophytosis (additive model)	1	NON-ADDITIVE MODELS
3774	T2D_add	Type 2 diabetes (additive model)	1	NON-ADDITIVE MODELS
3775	Dyslipid_add	Dyslipidemia (additive model)	1	NON-ADDITIVE MODELS
3776	Hemorrhoids_add	Hemorrhoids (additive model)	1	NON-ADDITIVE MODELS
3777	HerniaAbdomin_add	Hernia abdominopelvic cavity (additive model)	1	NON-ADDITIVE MODELS
3778	HYPERTENSION_add	Hypertension (additive model)	1	NON-ADDITIVE MODELS
3779	SleepInsomnia_add	 Frequent insomnia symptoms (additive model)	1	NON-ADDITIVE MODELS
3780	IronDef_add	 Iron deficiency (additive model)	1	NON-ADDITIVE MODELS
3781	IBS_add	 Irritable bowel syndrome (additive model)	1	NON-ADDITIVE MODELS
3782	AMD_add	 Age-related macular degeneration (additive model)	1	NON-ADDITIVE MODELS
3783	ALLOA_add	Any osteoarthritis (additive model)	1	NON-ADDITIVE MODELS
3784	Osteoporosis_add	EHR-defined osteoporosis (additive model)	1	NON-ADDITIVE MODELS
3785	PepticUlcers_add	Peptic ulcers (additive model)	1	NON-ADDITIVE MODELS
3787	PVD_add	Peripheral vascular disease (additive model)	1	NON-ADDITIVE MODELS
3788	Psychiatric_add	Psychiatric disorders (additive model)	1	NON-ADDITIVE MODELS
3789	Stress_add	Acute reaction to stress (additive model)	1	NON-ADDITIVE MODELS
3790	VaricoseVeins_add	Varicose veins (additive model)	1	NON-ADDITIVE MODELS
3795	TJR	Total knee and-or hip replacement	1	MUSCULOSKELETAL
3796	THR	Total hip replacement	1	MUSCULOSKELETAL
3797	TKR	Total knee replacement	1	MUSCULOSKELETAL
3798	SpineOA	Spine osteoarthritis	1	MUSCULOSKELETAL
3799	FingerOA	Finger osteoarthritis	1	MUSCULOSKELETAL
3800	ThumbOA	Thumb osteoarthritis	1	MUSCULOSKELETAL
3801	HandOA	Hand osteoarthritis	1	MUSCULOSKELETAL
3802	2hrGadjBMI	Two-hour glucose adj BMI	0	GLYCEMIC
3803	AvgDesaturation	Average oxyhemoglobin desaturation per hypopnea event	0	SLEEP AND CIRCADIAN
3804	VFD	Retinal vascular fractal dimension	0	OCULAR
3805	OcularVD	Retinal vascular density	0	OCULAR
3806	GCC	GCC retinal layer thickness	0	OCULAR
3807	RNFL	RNFL retinal layer thickness	0	OCULAR
3808	GCL	GCL retinal layer thickness	0	OCULAR
3809	IPL	IPL retinal layer thickness	0	OCULAR
3810	INL	INL retinal layer thickness	0	OCULAR
3811	OPL	OPL retinal layer thickness	0	OCULAR
3813	RPE	RPE retinal layer thickness	0	OCULAR
3814	CSI	CSI retinal layer thickness	0	OCULAR
3815	Early_ALLOA	Early-onset osteoarthritis	1	MUSCULOSKELETAL
3817	PS	PS retinal layer thickness	0	OCULAR
3818	nonHDL	Non-HDL cholesterol	0	LIPIDS
3819	Cirrhosis	Cirrhosis	1	HEPATIC
3820	NAFLD	NAFLD	1	HEPATIC
3821	PAD	Peripheral artery disease	1	CARDIOVASCULAR
3822	PADinT2D	Peripheral artery disease in type 2 diabetes (T2D)	1	CARDIOVASCULAR
3823	PADnonT2D	Peripheral artery disease in subjects without diabetes	1	CARDIOVASCULAR
3825	PAD_neversmk	Peripheral artery disease in never smokers	1	CARDIOVASCULAR
3826	PAD_eversmk	Peripheral artery disease in ever smokers	1	CARDIOVASCULAR
3828	NAFLDscore	NAFLD Activity Score (NAS)	0	HEPATIC
3829	NAFLDfibrosis	Liver fibrosis score in NAFLD	0	HEPATIC
3832	SevereDKD	Severe diabetic kidney disease	1	RENAL
3833	LiverFat	Liver fat content	0	HEPATIC
3834	ESRD	End-stage renal disease	1	RENAL
3835	GDM	Gestational diabetes	1	REPRODUCTIVE TRAITS
3836	GDM_abnormal_gluc	Gestational diabetes or abnormal glucose tolerance in pregnancy	1	REPRODUCTIVE TRAITS
3838	MomTotalGWG	Maternal total gestational weight gain, maternal genotype effect	0	REPRODUCTIVE TRAITS
3839	MomEarlyGWG	Maternal early gestational weight gain, maternal genotype effect	0	REPRODUCTIVE TRAITS
3840	MomLateGWG	Maternal late gestational weight gain, maternal genotype effect	0	REPRODUCTIVE TRAITS
3841	BabyTotalGWG	Maternal total gestational weight gain, fetal genotype effect	0	REPRODUCTIVE TRAITS
3842	BabyEarlyGWG	Maternal early gestational weight gain, fetal genotype effect	0	REPRODUCTIVE TRAITS
3843	BabyLateGWG	Maternal late gestational weight gain, fetal genotype effect	0	REPRODUCTIVE TRAITS
3844	LVmass	Left ventricular mass	0	CARDIOVASCULAR
3845	LVmass-EDVratio	Left ventricular mass to end-diastolic volume ratio	0	CARDIOVASCULAR
3846	AMDprogression	AMD progression	0	OCULAR
3870	AdiponectinadjBMI	Adiponectin adj BMI	0	GLYCEMIC
3873	RRinterval	RR interval	0	ECG TRAITS
3874	QTc	Corrected QT interval (QTc)	0	ECG TRAITS
3877	MVP	Mitral valve prolapse	1	CARDIOVASCULAR
3878	YouthT2D	Youth-onset type 2 diabetes (T2D)	1	GLYCEMIC
3879	LBD	Lewy body dementia	1	NEUROLOGICAL
3880	Allergy	Allergic disease (asthma, hay fever, or eczema)	1	IMMUNOLOGICAL
3884	RhA	Rheumatoid arthritis	1	IMMUNOLOGICAL
3885	SLE	Systemic lupus erythematosus (SLE)	1	IMMUNOLOGICAL
3886	Celiac	Celiac disease	1	IMMUNOLOGICAL
3887	ALLOA	Any osteoarthritis	1	MUSCULOSKELETAL
3888	ChildSleepDuration	Sleep duration in children	0	SLEEP AND CIRCADIAN
3889	AscAortaDiamInd	Maximum ascending aorta diameter, BSA indexed	0	CARDIOVASCULAR
3890	PAtoARdia	Pulmonary artery to aorta ratio, diastole	0	CARDIOVASCULAR
3891	PAtoARsys	Pulmonary artery to aorta ratio, systole	0	CARDIOVASCULAR
3892	RAFAC	Right atrial fractional change	0	CARDIOVASCULAR
3893	RAMaxAreaInd	Right atrial maximum area, BSA indexed	0	CARDIOVASCULAR
3894	RAMaxArea	Right atrial maximum area	0	CARDIOVASCULAR
3895	RAMinAreaInd	Right atrial minimum area, BSA indexed	0	CARDIOVASCULAR
3896	RAMinArea	Right atrial minimum area	0	CARDIOVASCULAR
3897	RVEDVI	Right ventricular end-diastolic volume, BSA indexed	0	CARDIOVASCULAR
3898	RVEDVtoLVEDV	Right ventricular end-diastolic volume to left ventricular end-diastolic volume ratio	0	CARDIOVASCULAR
3899	RVEDV	Right ventricular end-diastolic volume	0	CARDIOVASCULAR
3900	RVEFtoLVEF	Right ventricular ejection fraction to left ventricular ejection fraction ratio	0	CARDIOVASCULAR
3901	RVEF	Right ventricular ejection fraction	0	CARDIOVASCULAR
3902	RVESVI	Right ventricular end-systolic volume, BSA indexed	0	CARDIOVASCULAR
3903	RVESVtoLVESV	Right ventricular end-systolic volume to left ventricular end-systolic volume ratio	0	CARDIOVASCULAR
3904	RVESV	Right ventricular end-systolic volume	0	CARDIOVASCULAR
3905	RVSVI	Right ventricular stroke volume, BSA indexed	0	CARDIOVASCULAR
3906	RVSVtoLVSV	Right ventricular stroke volume to left ventricular stroke volume ratio	0	CARDIOVASCULAR
3907	RVSV	Right ventricular stroke volume	0	CARDIOVASCULAR
3908	DPAcmInd	Short-axis diastolic pulmonary artery (cm), BSA indexed	0	CARDIOVASCULAR
3909	DPAcm	Short-axis diastolic pulmonary artery (cm)	0	CARDIOVASCULAR
3910	PAcmInd	Short-axis pulmonary artery (cm), BSA indexed	0	CARDIOVASCULAR
3911	PAStraincm	Short-axis pulmonary artery strain (cm)	0	CARDIOVASCULAR
3912	RootcmInd	Short-axis root (cm), BSA indexed	0	CARDIOVASCULAR
3913	Rootcm	Short-axis root (cm)	0	CARDIOVASCULAR
3914	PAcm	Short-axis pulmonary artery (cm)	0	CARDIOVASCULAR
3915	LacunarStroke	Lacunar stroke	1	STROKE
3916	AbAge	Abdominal age	0	OTHER
3917	PanAge	Pancreas age	0	OTHER
3918	LiverAge	Liver age	0	HEPATIC
3920	ASAT	Abdominal subcutaneous adipose tissue volume	0	ANTHROPOMETRIC
3922	VATadjBMIHeight	VAT adjusted for BMI and height	0	ANTHROPOMETRIC
3923	ASATadjBMIHeight	ASAT adjusted for BMI and height	0	ANTHROPOMETRIC
3924	GFATadjBMIHeight	GFAT adjusted for BMI and height	0	ANTHROPOMETRIC
3925	VATtoASAT	VAT to ASAT ratio	0	ANTHROPOMETRIC
3926	VATtoGFAT	VAT to GFAT ratio	0	ANTHROPOMETRIC
3927	ASATtoGFAT	ASAT to GFAT ratio	0	ANTHROPOMETRIC
3928	Eczema	Atopic dermatitis	1	SKIN CONDITIONS
3929	Graves	Graves' disease	1	IMMUNOLOGICAL
3930	Pollinosis	Pollinosis	1	IMMUNOLOGICAL
3931	BackPain	Back pain	1	MUSCULOSKELETAL
3932	KneePain	Knee pain	1	MUSCULOSKELETAL
3934	SCS	Spinal canal stenosis	1	MUSCULOSKELETAL
3935	NeckCir	Neck circumference	0	SLEEP AND CIRCADIAN
3936	NeckCiradjBMI	neck circumference, BMI adjusted	0	SLEEP AND CIRCADIAN
3937	ConstipationInPD	Constipation in Parkinson's disease	1	NEUROLOGICAL
3938	DementiaInPD	Dementia in Parkinson's disease	1	NEUROLOGICAL
3939	DepressionInPD	Depression in Parkinson's disease	1	NEUROLOGICAL
3940	DyskinesiasInPD	Dyskinesias in Parkinson's disease	1	NEUROLOGICAL
3941	HY3inPD	Hoehn and Yahr score of 3 or more in Parkinson's disease	1	NEUROLOGICAL
3942	HyposmiaInPD	Hyposmia in Parkinson's disease	1	NEUROLOGICAL
3943	InsomniaInPD	Insomnia in Parkinson's disease	1	NEUROLOGICAL
3944	MotorFlucInPD	Motor fluctuations in Parkinson's disease	1	NEUROLOGICAL
3945	RBDinPD	REM sleep behavior disorder in Parkinson's disease	1	NEUROLOGICAL
3946	RLinPD	Restless legs syndrome in Parkinson's disease	1	NEUROLOGICAL
3947	SEADL70inPD	Modified Schwab and England Activities of Daily Living Scale (SEADL) of 70 or less in Parkinson's disease	1	NEUROLOGICAL
3948	DaySleepInPD	Daytime sleepiness in Parkinson's disease	1	NEUROLOGICAL
3949	HyinPD	Hoehn and Yahr score in Parkinson's disease	0	NEUROLOGICAL
3950	MMSEinPD	Mini-mental state examination in Parkinson's disease	0	NEUROLOGICAL
3951	MOCAinPD	Montreal cognitive assessment in Parkinson's disease	0	NEUROLOGICAL
3952	SEADLinPD	Modified Schwab and England Activities of Daily Living Scale (SEADL) in Parkinson's disease	0	NEUROLOGICAL
3953	UPDRS1	Unified Parkinson’s Disease Rating Scale OR the Movement Disorder Society revised - Part 1	0	NEUROLOGICAL
3954	UPDRS2	Unified Parkinson’s Disease Rating Scale OR the Movement Disorder Society revised - Part 2	0	NEUROLOGICAL
3955	UPDRS3	Unified Parkinson’s Disease Rating Scale OR the Movement Disorder Society revised - Part 3	0	NEUROLOGICAL
3956	UPDRS4	Unified Parkinson’s Disease Rating Scale OR the Movement Disorder Society revised - Part 4	0	NEUROLOGICAL
3957	UPDRS	Unified Parkinson’s Disease Rating Scale OR the Movement Disorder Society revised - Total	0	NEUROLOGICAL
3958	PCOSadjAge	Polycystic ovary syndrome, age-adjusted	1	REPRODUCTIVE TRAITS
3959	FVCinIPF	Forced vital capacity (FVC) in idiopathic pulmonary fibrosis	0	LUNG
3960	DLCOInIPF	Diffusing capacity for lung of carbon monoxide (DLco) in idiopathic pulmonary fibrosis	0	LUNG
3961	IPFSurvival	Idiopathic pulmonary fibrosis survival 	0	LUNG
3962	Perc15HUinCOPD	Emphysema in COPD (15th percentile HU) 	0	LUNG
3963	PercLAA950inCOPD	Emphysema in COPD (percentage low attenuation area −950 HU)	0	LUNG
3964	Pi10mminCOPD	Airway wall area in COPD	0	LUNG
3965	WAPinCOPD	Airway wall area percent in COPD	0	LUNG
3966	TGinT2D	Triglyceride levels in individuals with type 2 diabetes	0	LIPIDS
3967	TGnonT2D	Triglyceride levels in individuals without type 2 diabetes	0	LIPIDS
3968	WMHinCSVD	White matter hyperintensities in cerebral small vessel disease	0	CEREBROVASCULAR MRI TRAITS
3969	FAinCSVD	Fractional anisotropy in cerebral small vessel disease	0	CEREBROVASCULAR MRI TRAITS
3970	MDinCSVD	Mean diffusivity in cerebral small vessel disease	0	CEREBROVASCULAR MRI TRAITS
3971	Cardiomyopathy	Hypertrophic cardiomyopathy	1	CARDIOVASCULAR
3972	FBW	Fetal genetic effect on own birth weight	0	REPRODUCTIVE TRAITS
3973	MyocardialT1	Native myocardial T1 time	0	CARDIOVASCULAR
3974	PIadjBMI	Fasting proinsulin adj BMI	0	GLYCEMIC
3975	SAT	Subcutaneous adipose tissue volume	0	ANTHROPOMETRIC
3976	VAT	Visceral adipose tissue volume	0	ANTHROPOMETRIC
3977	BMIbirth	Body mass index (BMI) at birth	0	ANTHROPOMETRIC
3978	BMI6wks	Body mass index (BMI) at 6 weeks	0	ANTHROPOMETRIC
3979	BMI3mons	Body mass index (BMI) at 3 months	0	ANTHROPOMETRIC
3980	BMI6mons	Body mass index (BMI) at 6 months	0	ANTHROPOMETRIC
3981	BMI8mons	Body mass index (BMI) at 8 months	0	ANTHROPOMETRIC
3982	BMI1yr	Body mass index (BMI) at 1 year	0	ANTHROPOMETRIC
3983	BMI1_5yrs	Body mass index (BMI) at 1.5 years	0	ANTHROPOMETRIC
3984	BMI2yrs	Body mass index (BMI) at 2 years	0	ANTHROPOMETRIC
3985	BMI3yrs	Body mass index (BMI) at 3 years	0	ANTHROPOMETRIC
3986	BMI5yrs	Body mass index (BMI) at 5 years	0	ANTHROPOMETRIC
3987	BMI7yrs	Body mass index (BMI) at 7 years	0	ANTHROPOMETRIC
3988	BMI8yrs	Body mass index (BMI) at 8 years	0	ANTHROPOMETRIC
3990	MBW	Maternal genetic effect on offspring birth weight	0	REPRODUCTIVE TRAITS
3991	ApoA	Serum ApoA	0	LIPIDS
3992	BasoPerc	Basophil percentage	0	HEMATOLOGICAL
3993	CystatinC	Cystatin C	0	RENAL
3994	DirectBilirubin	Direct bilirubin	0	HEPATIC
3995	EosinPerc	Eosinophil percentage	0	HEMATOLOGICAL
3996	HighScatReticuloCount	Highlight scatter reticulocyte count	0	HEMATOLOGICAL
3997	HighScatReticuloPerc	Highlight scatter reticulocyte percentage	0	HEMATOLOGICAL
3998	HmPerc	Hematocrit percentage	0	HEMATOLOGICAL
3999	IGF1	Insulin-like growth factor (IGF-1)	0	OTHER
4000	ImReticuloFrac	Immature reticulocyte fraction	0	HEMATOLOGICAL
4001	LipoproteinA	Lipoprotein(a) 	0	LIPIDS
4002	LymphoPerc	Lymphocyte percentage	0	HEMATOLOGICAL
4003	MeanReticuloVol	Mean reticulocyte volume	0	HEMATOLOGICAL
4004	MeanSpheredVol	Mean sphered cell volume	0	HEMATOLOGICAL
4005	MonoPerc	Monocyte percentage	0	HEMATOLOGICAL
4006	NeutroPerc	Neutrophil percentage	0	HEMATOLOGICAL
4007	NucleatedRedCount	Nucleated red blood cell count	0	HEMATOLOGICAL
4008	NucleatedRedPerc	Nucleated red blood cell percentage	0	HEMATOLOGICAL
4009	Phosphate	Phosphate	0	METABOLITE
4010	PlatCrit	Plateletcrit (PCT)	0	HEMATOLOGICAL
4011	PlatDistWidth	Platelet distribution width	0	HEMATOLOGICAL
4012	ReticuloCount	Reticulocyte count	0	HEMATOLOGICAL
4013	ReticuloPerc	Reticulocyte percentage	0	HEMATOLOGICAL
4014	SHBG	Sex hormone binding globulin (SHBG) levels	0	REPRODUCTIVE TRAITS
4015	Testosterone_total	Total testosterone levels	0	REPRODUCTIVE TRAITS
4016	TotalProtein	Total plasma protein	0	HEMATOLOGICAL
4019	FBWadjMGen	Fetal genetic effect on own birth weight adj maternal genotype	0	REPRODUCTIVE TRAITS
4020	MBWadjFGen	Maternal genetic effect on offspring birth weight adj fetal genotype	0	REPRODUCTIVE TRAITS
4021	GFAT	Gluteofemoral adipose tissue volume	0	ANTHROPOMETRIC
4022	HSM1	Hip shape mode 1	0	MUSCULOSKELETAL
4023	HSM2	Hip shape mode 2	0	MUSCULOSKELETAL
4024	HSM3	Hip shape mode 3	0	MUSCULOSKELETAL
4025	HSM4	Hip shape mode 4	0	MUSCULOSKELETAL
4026	HSM5	Hip shape mode 5	0	MUSCULOSKELETAL
4027	HSM6	Hip shape mode 6	0	MUSCULOSKELETAL
4028	HSM7	Hip shape mode 7	0	MUSCULOSKELETAL
4029	HSM8	Hip shape mode 8	0	MUSCULOSKELETAL
4030	HSM9	Hip shape mode 9	0	MUSCULOSKELETAL
4031	HSM10	Hip shape mode 10	0	MUSCULOSKELETAL
4032	PulseRate	Pulse rate	0	CARDIOVASCULAR
4054	CarbIntakeBMIadj	Dietary carbohydrate intake adj BMI	0	NUTRITIONAL
4055	CarbIntake	Dietary carbohydrate intake	0	NUTRITIONAL
4056	FatIntakeBMIadj	Dietary fat intake adj BMI	0	NUTRITIONAL
4057	FatIntake	Dietary fat intake	0	NUTRITIONAL
4058	ProteinIntakeBMIadj	Dietary protein intake adj BMI	0	NUTRITIONAL
4059	ProteinIntake	Dietary protein intake	0	NUTRITIONAL
4060	LVmassBSAindexed	Left ventricular mass, BSA indexed	0	CARDIOVASCULAR
4061	GestationalDur	Gestational duration, maternal genotype effect	0	REPRODUCTIVE TRAITS
4062	PreEclampsia	Preeclampsia	1	REPRODUCTIVE TRAITS
4063	GestationalHypertension	Gestational hypertension	1	REPRODUCTIVE TRAITS
4064	CCScCEmajor	CCS causative cardio-aortic embolism major	1	STROKE
4065	CCScCRYPTCE	CCS causative cryptogenic with cardioembolism minor	1	STROKE
4066	CCScINCUNC	CCS causative incomplete and unclassified	1	STROKE
4067	CCScLAA	CCS causative large artery atherosclerosis	1	STROKE
4068	CCScSAO	CCS causative small artery occlusion	1	STROKE
4069	CCScUNDETER	CCS causative undetermined	1	STROKE
4070	CCSpCEmajincl	CCS phenotypic cardio-aortic embolism major	1	STROKE
4071	CCSpCryptoincl	CCS phenotypic cryptogenic 	1	STROKE
4072	CCSpLAAmajincl	CCS phenotypic cryptogenic large artery atherosclerosis major	1	STROKE
4073	CCSpSAOmajincl	CCS phenotypic cryptogenic small artery occlusion major	1	STROKE
4074	CataractSenile	Senile cataract	1	OCULAR
4075	AfibFlutter	Atrial fibrillation or flutter	1	ATRIAL FIBRILLATION
4076	Psoriasis	Psoriasis	1	SKIN CONDITIONS
4077	SeropositiveRhA	Seropositive rheumatoid arthritis	1	IMMUNOLOGICAL
4078	AnkylosingSpondylitis	Ankylosing spondylitis	1	MUSCULOSKELETAL
4084	DiverticularDisease	Diverticular disease	1	DIGESTIVE
4085	Neuroticism_DepressedAffect	Depressed affect	0	PSYCHIATRIC
4087	Neuroticism_Worry	Worry	0	PSYCHIATRIC
4090	Epilepsy_GeneralizedTCS	Epilepsy (generalized, with tonic-clonic seizures alone)	1	NEUROLOGICAL
4091	Epilepsy_FocalLN	Focal epilepsy (lesion negative)	1	NEUROLOGICAL
4092	Epilepsy_FocalHS	Focal epilepsy (with hippocampal sclerosis)	1	NEUROLOGICAL
4096	CTS	Carpal tunnel syndrome	1	NEUROLOGICAL
4097	Asthma_AdultOnset	Adult-onset asthma	1	LUNG
4098	Asthma_ChildhoodOnset	Childhood-onset asthma	1	LUNG
4099	MDD_Trauma	Major depressive disorder in trauma-exposed individuals	1	PSYCHIATRIC
4100	MDD_NoTrauma	Major depressive disorder in trauma-unexposed individuals	1	PSYCHIATRIC
4101	EarlyAMD	Early age-related macular degeneration	1	OCULAR
4102	GERD	Gastroesophageal reflux disease (GERD)	1	DIGESTIVE
4103	BarretsEsophagus	Barrett's esophagus	1	DIGESTIVE
4104	ICP	Intrahepatic cholestasis of pregnancy	1	REPRODUCTIVE TRAITS
4105	Stroke_cardioembolic	Cardioembolic stroke	1	STROKE
4106	Stroke_smallvessel	Small vessel stroke	1	STROKE
4107	Stroke_largeartery	Large artery stroke	1	STROKE
4108	ONLthickness	Photoreceptor cell outer nuclear layer thickness	0	OCULAR
4109	ISthickness	Photoreceptor cell inner segment thickness	0	OCULAR
4110	OSthickness	Photoreceptor cell outer segment thickness	0	OCULAR
4111	AUC_insulin_OGTT_metformin	Area under the curve of insulin at V2 adj fasting insulin at V2	0	METFORMIN RESPONSE
4112	Fasting_glucose_metformin_adjusted_baseline_glucose	Fasting glucose at V2	0	METFORMIN RESPONSE
4113	Glucose_120_min_OGTT_metformin_adjusted_baseline_glucose	Glucose at 120 min at V2	0	METFORMIN RESPONSE
4114	Glucose_30_min_OGTT_metformin_adjusted_baseline_glucose	Glucose at 30 min at V2	0	METFORMIN RESPONSE
4115	Glucose_60_min_OGTT_metformin_adjusted_baseline_glucose	Glucose at 60 min at V2	0	METFORMIN RESPONSE
4117	Change_in_fasting_glucose_after_metformin_adjusted_baseline_glucose	Fasting glucose at V2 minus fasting glucose at V1	0	METFORMIN RESPONSE
4118	Change_in_fasting_insulin_after_metformin_adjusted_baseline_insulin	Fasting insulin at V2 minus fasting insulin at V1	0	METFORMIN RESPONSE
4119	Fasting_insulin_metformin	Log of fasting insulin at V2	0	METFORMIN RESPONSE
4120	Insulin_120_min_OGTT_metformin	Log of insulin at 120 min at V2	0	METFORMIN RESPONSE
4121	Insulin_30_min_OGTT_metformin	Log of insulin at 30 min at V2	0	METFORMIN RESPONSE
4122	Insulin_60_min_OGTT_metformin	Log of insulin at 60 min at V2	0	METFORMIN RESPONSE
4123	Change_in_HOMA_B_after_metformin	HOMA-B at V2 minus HOMA-B at V1	0	METFORMIN RESPONSE
4124	Change_in_HOMA_IR_after_metformin	HOMA-IR at V2 minus HOMA-IR at V1	0	METFORMIN RESPONSE
4125	Glucose_120_min_glipizide_adjusted_baseline_glucose	Glucose at 120 min at V1	0	SULFONYLUREA RESPONSE
4126	Glucose_180_min_glipizide_adjusted_baseline_glucose	Glucose at 180 min at V1	0	SULFONYLUREA RESPONSE
4127	Glucose_240_min_glipizide_adjusted_baseline_glucose	Glucose at 240 min at V1	0	SULFONYLUREA RESPONSE
4128	Glucose_30_min_glipizide_adjusted_baseline_glucose	Glucose at 30 min at V1	0	SULFONYLUREA RESPONSE
4129	Glucose_60_min_glipizide_adjusted_baseline_glucose	Glucose at 60 min at V1	0	SULFONYLUREA RESPONSE
4130	Glucose_90_min_glipizide_adjusted_baseline_glucose	Glucose at 90 min at V1	0	SULFONYLUREA RESPONSE
4131	Slope_to_glucose_trough_glipizide_adjusted_baseline_glucose	Log (fasting glucose at V1 - trough glucose) over (time to glucose trough)	0	SULFONYLUREA RESPONSE
