disease_id	disease_name	disease_source
Orpha_275555	Preeclampsia	Orphapacket
Orpha_275864	Behavioral_variant_of_frontotemporal_dementia	Orphapacket
Orpha_275872	Frontotemporal_dementia_with_motor_neuron_disease	Orphapacket
Orpha_276	T-B+_severe_combined_immunodeficiency_due_to_gamma_chain_deficiency	Orphapacket
Orpha_276152	Multiple_endocrine_neoplasia_type_4	Orphapacket
Orpha_276183	Spinocerebellar_ataxia_type_32	Orphapacket
Orpha_276193	Spinocerebellar_ataxia_type_35	Orphapacket
Orpha_276198	Spinocerebellar_ataxia_type_36	Orphapacket
Orpha_2762	Progressive_osseous_heteroplasia	Orphapacket
Orpha_276238	Machado-Joseph_disease_type_1	Orphapacket
Orpha_276241	Machado-Joseph_disease_type_2	Orphapacket
Orpha_276244	Machado-Joseph_disease_type_3	Orphapacket
Orpha_276280	Hemihyperplasia-multiple_lipomatosis_syndrome	Orphapacket
Orpha_276399	Familial_multinodular_goiter	Orphapacket
Orpha_276432	Ogden_syndrome	Orphapacket
Orpha_276435	Lower_motor_neuron_syndrome_with_late-adult_onset	Orphapacket
Orpha_276556	Hyperinsulinism_due_to_UCP2_deficiency	Orphapacket
Orpha_276575	Autosomal_dominant_hyperinsulinism_due_to_SUR1_deficiency	Orphapacket
Orpha_276580	Autosomal_dominant_hyperinsulinism_due_to_Kir6.2_deficiency	Orphapacket
Orpha_276621	Sporadic_pheochromocytoma/secreting_paraganglioma	Orphapacket
Orpha_276630	Symptomatic_form_of_Coffin-Lowry_syndrome_in_female_carriers	Orphapacket
Orpha_277	Severe_combined_immunodeficiency_due_to_adenosine_deaminase_deficiency	Orphapacket
Orpha_2770	Nasu-Hakola_disease	Orphapacket
Orpha_2771	Bruck_syndrome	Orphapacket
Orpha_2774	Multicentric_carpo-tarsal_osteolysis_with_or_without_nephropathy	Orphapacket
Orpha_2780	Osteopathia_striata-cranial_sclerosis_syndrome	Orphapacket
Orpha_2785	Osteopetrosis_with_renal_tubular_acidosis	Orphapacket
Orpha_2788	Osteoporosis-pseudoglioma_syndrome	Orphapacket
Orpha_2789	Lateral_meningocele_syndrome	Orphapacket
Orpha_2790	Endosteal_hyperostosis,_Worth_type	Orphapacket
Orpha_2791	Otodental_syndrome	Orphapacket
Orpha_2792	Otofaciocervical_syndrome	Orphapacket
Orpha_2796	Pachydermoperiostosis	Orphapacket
Orpha_280	Wolf-Hirschhorn_syndrome	Orphapacket
Orpha_280071	ALG11-CDG	Orphapacket
Orpha_2801	Juvenile_Paget_disease	Orphapacket
Orpha_280195	Septopreoptic_holoprosencephaly	Orphapacket
Orpha_2802	X-linked_sideroblastic_anemia_and_spinocerebellar_ataxia	Orphapacket
Orpha_280200	Microform_holoprosencephaly	Orphapacket
Orpha_280210	Pelizaeus-Merzbacher_disease,_connatal_form	Orphapacket
Orpha_280219	Pelizaeus-Merzbacher_disease,_classic_form	Orphapacket
Orpha_280224	Pelizaeus-Merzbacher_disease,_transitional_form	Orphapacket
Orpha_280229	Pelizaeus-Merzbacher_disease_in_female_carriers	Orphapacket
Orpha_280234	Null_syndrome	Orphapacket
Orpha_280333	Alpha-dystroglycan-related_limb-girdle_muscular_dystrophy_R16	Orphapacket
Orpha_280356	PLIN1-related_familial_partial_lipodystrophy	Orphapacket
Orpha_280365	Autosomal_semi-dominant_severe_lipodystrophic_laminopathy	Orphapacket
Orpha_280384	Recessive_intellectual_disability-motor_dysfunction-multiple_joint_contractures_syndrome	Orphapacket
Orpha_280397	Familial_Alzheimer-like_prion_disease	Orphapacket
Orpha_280633	Multiple_congenital_anomalies-hypotonia-seizures_syndrome	Orphapacket
Orpha_280679	Moyamoya_angiopathy-short_stature-facial_dysmorphism-hypergonadotropic_hypogonadism_syndrome	Orphapacket
Orpha_2807	Papilloma_of_choroid_plexus	Orphapacket
Orpha_280763	Severe_intellectual_disability_and_progressive_spastic_paraplegia	Orphapacket
Orpha_280785	Bullous_diffuse_cutaneous_mastocytosis	Orphapacket
Orpha_280794	Pseudoxanthomatous_diffuse_cutaneous_mastocytosis	Orphapacket
Orpha_281	Monosomy_5p_syndrome	Orphapacket
Orpha_281090	Syndromic_recessive_X-linked_ichthyosis	Orphapacket
Orpha_281122	Self-improving_collodion_baby	Orphapacket
Orpha_281127	Acral_self-healing_collodion_baby	Orphapacket
Orpha_281201	Keratosis_linearis-ichthyosis_congenita-sclerosing_keratoderma_syndrome	Orphapacket
Orpha_282166	Inherited_Creutzfeldt-Jakob_disease	Orphapacket
Orpha_2822	Autosomal_recessive_spastic_paraplegia_type_11	Orphapacket
Orpha_2828	Young-onset_Parkinson_disease	Orphapacket
Orpha_2833	Stiff_skin_syndrome	Orphapacket
Orpha_2834	Wrinkly_skin_syndrome	Orphapacket
Orpha_2836	PEHO_syndrome	Orphapacket
Orpha_28378	Tyrosinemia_type_2	Orphapacket
Orpha_2841	Hailey-Hailey_disease	Orphapacket
Orpha_284169	Facial_dysmorphism-developmental_delay-behavioral_abnormalities_syndrome_due_to_10p11.21p12.31_microdeletion	Orphapacket
Orpha_284271	Autosomal_recessive_cerebellar_ataxia-psychomotor_delay_syndrome	Orphapacket
Orpha_284282	Autosomal_recessive_cerebellar_ataxia-epilepsy-intellectual_disability_syndrome_due_to_WWOX_deficiency	Orphapacket
Orpha_284289	Adult-onset_autosomal_recessive_cerebellar_ataxia	Orphapacket
Orpha_2843	Pentosuria	Orphapacket
Orpha_284324	Childhood-onset_autosomal_recessive_slowly_progressive_spinocerebellar_ataxia	Orphapacket
Orpha_284339	Pontocerebellar_hypoplasia_type_7	Orphapacket
Orpha_284417	Phosphoserine_aminotransferase_deficiency,_infantile/juvenile_form	Orphapacket
Orpha_284426	Glycogen_storage_disease_due_to_lactate_dehydrogenase_M-subunit_deficiency	Orphapacket
Orpha_2848	Camptodactyly-arthropathy-coxa-vara-pericarditis_syndrome	Orphapacket
Orpha_2849	Perlman_syndrome	Orphapacket
Orpha_284979	Neonatal_Marfan_syndrome	Orphapacket
Orpha_284984	Aneurysm-osteoarthritis_syndrome	Orphapacket
Orpha_2850	Alopecia-intellectual_disability_syndrome	Orphapacket
Orpha_2856	Persistent_Müllerian_duct_syndrome	Orphapacket
Orpha_286	Vascular_Ehlers-Danlos_syndrome	Orphapacket
Orpha_2869	Peutz-Jeghers_syndrome	Orphapacket
Orpha_287	Classical_Ehlers-Danlos_syndrome	Orphapacket
Orpha_2874	Phakomatosis_pigmentokeratotica	Orphapacket
Orpha_2879	Phocomelia,_Schinzel_type	Orphapacket
Orpha_288	Hereditary_elliptocytosis	Orphapacket
Orpha_2880	Phosphoenolpyruvate_carboxykinase_deficiency	Orphapacket
Orpha_2882	Sitosterolemia	Orphapacket
Orpha_2884	Piebaldism	Orphapacket
Orpha_2886	TARP_syndrome	Orphapacket
Orpha_289	Ellis_Van_Creveld_syndrome	Orphapacket
Orpha_289157	Hypocalcemic_vitamin_D-dependent_rickets	Orphapacket
Orpha_289176	Autosomal_recessive_hypophosphatemic_rickets	Orphapacket
Orpha_289266	Early-onset_epileptic_encephalopathy_and_intellectual_disability_due_to_GRIN2A_mutation	Orphapacket
Orpha_289504	Combined_malonic_and_methylmalonic_acidemia	Orphapacket
Orpha_289548	Inherited_isolated_adrenal_insufficiency_due_to_partial_CYP11A1_deficiency	Orphapacket
Orpha_289560	Mitochondrial_membrane_protein-associated_neurodegeneration	Orphapacket
Orpha_2896	Pitt-Hopkins_syndrome	Orphapacket
Orpha_289601	Hereditary_arterial_and_articular_multiple_calcification_syndrome	Orphapacket
Orpha_2897	Pityriasis_rubra_pilaris	Orphapacket
Orpha_289916	Vitamin_B12-unresponsive_methylmalonic_acidemia_type_mut0	Orphapacket
Orpha_29	Mevalonic_aciduria	Orphapacket
Orpha_2901	Neuralgic_amyotrophy	Orphapacket
Orpha_2903	Familial_spontaneous_pneumothorax	Orphapacket
Orpha_29072	Hereditary_pheochromocytoma-paraganglioma	Orphapacket
Orpha_29073	Multiple_myeloma	Orphapacket
Orpha_2908	Kindler_epidermolysis_bullosa	Orphapacket
Orpha_2919	Orofaciodigital_syndrome_type_5	Orphapacket
Orpha_29207	Reactive_arthritis	Orphapacket
Orpha_2924	Isolated_polycystic_liver_disease	Orphapacket
Orpha_293168	Infantile-onset_ascending_hereditary_spastic_paralysis	Orphapacket
Orpha_293181	Epilepsy_of_infancy_with_migrating_focal_seizures	Orphapacket
Orpha_293381	Epithelial_recurrent_erosion_dystrophy	Orphapacket
Orpha_293603	Congenital_hereditary_endothelial_dystrophy_type_II	Orphapacket
Orpha_293707	Blepharophimosis-intellectual_disability_syndrome,_MKB_type	Orphapacket
Orpha_293843	3MC_syndrome	Orphapacket
Orpha_293948	1p21.3_microdeletion_syndrome	Orphapacket
Orpha_293964	Hypoinsulinemic_hypoglycemia_and_body_hemihypertrophy	Orphapacket
Orpha_293978	Deficiency_in_anterior_pituitary_function-variable_immunodeficiency_syndrome	Orphapacket
Orpha_294023	Neonatal_inflammatory_skin_and_bowel_disease	Orphapacket
Orpha_294415	Renal-hepatic-pancreatic_dysplasia	Orphapacket
Orpha_2953	Musculocontractural_Ehlers-Danlos_syndrome	Orphapacket
Orpha_296	Ollier_disease	Orphapacket
Orpha_2963	Progeroid_syndrome,_Petty_type	Orphapacket
Orpha_2965	Prolactinoma	Orphapacket
Orpha_2969	Proteus-like_syndrome	Orphapacket
Orpha_2970	Prune_belly_syndrome	Orphapacket
Orpha_2971	Peroxisomal_acyl-CoA_oxidase_deficiency	Orphapacket
Orpha_298	Mitochondrial_neurogastrointestinal_encephalomyopathy	Orphapacket
Orpha_2990	Autosomal_recessive_multiple_pterygium_syndrome	Orphapacket
Orpha_2995	Baraitser-Winter_cerebrofrontofacial_syndrome	Orphapacket
Orpha_30	Hereditary_orotic_aciduria	Orphapacket
Orpha_3000	Familial_peripheral_male-limited_precocious_puberty	Orphapacket
Orpha_300179	Kyphoscoliotic_Ehlers-Danlos_syndrome_due_to_FKBP22_deficiency	Orphapacket
Orpha_300298	Severe_congenital_hypochromic_anemia_with_ringed_sideroblasts	Orphapacket
Orpha_3005	Pyle_disease	Orphapacket
Orpha_300536	DDOST-CDG	Orphapacket
Orpha_300570	Cortical_dysgenesis_with_pontocerebellar_hypoplasia_due_to_TUBB3_mutation	Orphapacket
Orpha_300573	Polymicrogyria_due_to_TUBB2B_mutation	Orphapacket
Orpha_3006	Pyridoxine-dependent-developmental_and_epileptic_encephalopathy	Orphapacket
Orpha_300605	Juvenile_amyotrophic_lateral_sclerosis	Orphapacket
Orpha_300751	Familial_dilated_cardiomyopathy_with_conduction_defect_due_to_LMNA_mutation	Orphapacket
Orpha_3019	Ramon_syndrome	Orphapacket
Orpha_302	Inherited_epidermodysplasia_verruciformis	Orphapacket
Orpha_3021	RAPADILINO_syndrome	Orphapacket
Orpha_3027	Caudal_regression_syndrome	Orphapacket
Orpha_3032	NPHP3-related_Meckel-like_syndrome	Orphapacket
Orpha_3042	Intellectual_disability-cataracts-calcified_pinnae-myopathy_syndrome	Orphapacket
Orpha_3047	Blepharophimosis-intellectual_disability_syndrome,_SBBYS_type	Orphapacket
Orpha_3051	Nicolaides-Baraitser_syndrome	Orphapacket
Orpha_3057	Monoamine_oxidase_A_deficiency	Orphapacket
Orpha_306	Self-limited_infantile_epilepsy	Orphapacket
Orpha_3063	X-linked_intellectual_disability,_Snyder_type	Orphapacket
Orpha_306511	Autosomal_recessive_spastic_paraplegia_type_48	Orphapacket
Orpha_306542	Frontonasal_dysplasia-severe_microphthalmia-severe_facial_clefting_syndrome	Orphapacket
Orpha_306550	FADD-related_immunodeficiency	Orphapacket
Orpha_306617	X-linked_complicated_spastic_paraplegia_type_1	Orphapacket
Orpha_306674	Kufor-Rakeb_syndrome	Orphapacket
Orpha_306734	Primary_dystonia,_DYT21_type	Orphapacket
Orpha_307	Juvenile_myoclonic_epilepsy	Orphapacket
Orpha_3071	Costello_syndrome	Orphapacket
Orpha_3077	X-linked_intellectual_disability-psychosis-macroorchidism_syndrome	Orphapacket
Orpha_3078	Severe_X-linked_intellectual_disability,_Gustavson_type	Orphapacket
Orpha_308	Progressive_myoclonic_epilepsy_type_1	Orphapacket
Orpha_308552	Glycogen_storage_disease_due_to_acid_maltase_deficiency,_infantile_onset	Orphapacket
Orpha_3088	Revesz_syndrome	Orphapacket
Orpha_309155	Sandhoff_disease,_infantile_form	Orphapacket
Orpha_309162	Sandhoff_disease,_juvenile_form	Orphapacket
Orpha_309169	Sandhoff_disease,_adult_form	Orphapacket
Orpha_309246	GM2_gangliosidosis,_AB_variant	Orphapacket
Orpha_30925	Hereditary_arginine_vasopressin_deficiency	Orphapacket
Orpha_309252	Atypical_Gaucher_disease_due_to_saposin_C_deficiency	Orphapacket
Orpha_309256	Metachromatic_leukodystrophy,_late_infantile_form	Orphapacket
Orpha_309263	Metachromatic_leukodystrophy,_juvenile_form	Orphapacket
Orpha_309271	Metachromatic_leukodystrophy,_adult_form	Orphapacket
Orpha_309282	Alpha-mannosidosis,_infantile_form	Orphapacket
Orpha_309288	Alpha-mannosidosis,_adult_form	Orphapacket
Orpha_3095	Atypical_Rett_syndrome	Orphapacket
Orpha_3097	Meacham_syndrome	Orphapacket
Orpha_309854	Cirrhosis-dystonia-polycythemia-hypermanganesemia_syndrome	Orphapacket
Orpha_31	Oxoglutaric_aciduria	Orphapacket
Orpha_3102	Richieri_Costa-Pereira_syndrome	Orphapacket
Orpha_3103	Roberts_syndrome	Orphapacket
Orpha_3107	Autosomal_dominant_Robinow_syndrome	Orphapacket
Orpha_3111	Rotor_syndrome	Orphapacket
Orpha_31112	Dermatofibrosarcoma_protuberans	Orphapacket
Orpha_3115	Roussy-Lévy_syndrome	Orphapacket
Orpha_31150	Tangier_disease	Orphapacket
Orpha_312	Autosomal_dominant_epidermolytic_ichthyosis	Orphapacket
Orpha_3124	Saccharopinuria	Orphapacket
Orpha_3129	Sarcosinemia	Orphapacket
Orpha_313	Lamellar_ichthyosis	Orphapacket
Orpha_313772	Early-onset_spastic_ataxia-myoclonic_epilepsy-neuropathy_syndrome	Orphapacket
Orpha_3138	Ulnar-mammary_syndrome	Orphapacket
Orpha_313855	FGFR2-related_bent_bone_dysplasia	Orphapacket
Orpha_313892	Developmental_and_speech_delay_due_to_SOX5_deficiency	Orphapacket
Orpha_3144	Schneckenbecken_dysplasia	Orphapacket
Orpha_314404	Autosomal_dominant_cerebellar_ataxia-deafness-narcolepsy_syndrome	Orphapacket
Orpha_314603	Autosomal_recessive_spastic_ataxia_with_leukoencephalopathy	Orphapacket
Orpha_314632	CLN12_disease	Orphapacket
Orpha_314647	Non-progressive_cerebellar_ataxia_with_intellectual_disability	Orphapacket
Orpha_314652	Variant_ABeta2M_amyloidosis	Orphapacket
Orpha_314655	Severe_neonatal_hypotonia-seizures-encephalopathy_syndrome_due_to_5q31.3_microdeletion	Orphapacket
Orpha_314662	Segmental_progressive_overgrowth_syndrome_with_fibroadipose_hyperplasia	Orphapacket
Orpha_314679	Cerebrofacioarticular_syndrome	Orphapacket
Orpha_314795	SHOX-related_short_stature	Orphapacket
Orpha_314802	Short_stature_due_to_partial_GHR_deficiency	Orphapacket
Orpha_314811	Short_stature_due_to_GHSR_deficiency	Orphapacket
Orpha_314911	Severe_Canavan_disease	Orphapacket
Orpha_314918	Mild_Canavan_disease	Orphapacket
Orpha_314978	X-linked_non_progressive_cerebellar_ataxia	Orphapacket
Orpha_3152	Sclerosteosis	Orphapacket
Orpha_3156	Senior-Loken_syndrome	Orphapacket
Orpha_3157	Septo-optic_dysplasia_spectrum	Orphapacket
Orpha_316	Progressive_symmetric_erythrokeratodermia	Orphapacket
Orpha_3162	Sezary_syndrome	Orphapacket
Orpha_3163	SHORT_syndrome	Orphapacket
Orpha_3166	Sialuria	Orphapacket
Orpha_317	Erythrokeratodermia_variabilis	Orphapacket
Orpha_31709	Infantile_convulsions_and_choreoathetosis	Orphapacket
Orpha_3175	X-linked_spasticity-intellectual_disability-epilepsy_syndrome	Orphapacket
Orpha_319182	Wiedemann-Steiner_syndrome	Orphapacket
Orpha_319199	Autosomal_recessive_spastic_paraplegia_type_53	Orphapacket
Orpha_3193	Supravalvular_aortic_stenosis	Orphapacket
Orpha_319332	Autosomal_recessive_myogenic_arthrogryposis_multiplex_congenita	Orphapacket
Orpha_319487	Familial_papillary_or_follicular_thyroid_carcinoma	Orphapacket
Orpha_319514	Combined_oxidative_phosphorylation_defect_type_13	Orphapacket
Orpha_319552	Mendelian_susceptibility_to_mycobacterial_diseases_due_to_complete_IL12RB1_deficiency	Orphapacket
Orpha_319600	Mendelian_susceptibility_to_mycobacterial_diseases_due_to_partial_IRF8_deficiency	Orphapacket
Orpha_319671	Alazami_syndrome	Orphapacket
Orpha_319675	Microcephalic_primordial_dwarfism,_Dauber_type	Orphapacket
Orpha_3197	Hereditary_hyperekplexia	Orphapacket
Orpha_320	Apparent_mineralocorticoid_excess	Orphapacket
Orpha_3202	Dehydrated_hereditary_stomatocytosis	Orphapacket
Orpha_3203	Overhydrated_hereditary_stomatocytosis	Orphapacket
Orpha_320355	Autosomal_dominant_spastic_paraplegia_type_41	Orphapacket
Orpha_320360	MT-ATP6-related_mitochondrial_spastic_paraplegia	Orphapacket
Orpha_320365	Autosomal_dominant_spastic_paraplegia_type_36	Orphapacket
Orpha_320370	Autosomal_recessive_spastic_paraplegia_type_43	Orphapacket
Orpha_320375	Autosomal_recessive_spastic_paraplegia_type_55	Orphapacket
Orpha_320380	Autosomal_recessive_spastic_paraplegia_type_54	Orphapacket
Orpha_320385	Hereditary_sensory_and_autonomic_neuropathy_due_to_TECPR2_mutation	Orphapacket
Orpha_320391	Autosomal_recessive_spastic_paraplegia_type_46	Orphapacket
Orpha_320396	Autosomal_recessive_spastic_paraplegia_type_45	Orphapacket
Orpha_3204	Stormorken-Sjaastad-Langslet_syndrome	Orphapacket
Orpha_320401	Autosomal_recessive_spastic_paraplegia_type_44	Orphapacket
Orpha_320406	Spastic_paraplegia-optic_atrophy-neuropathy_syndrome	Orphapacket
Orpha_320411	Autosomal_recessive_spastic_paraplegia_type_56	Orphapacket
Orpha_3205	Sturge-Weber_syndrome	Orphapacket
Orpha_3206	Stuve-Wiedemann_syndrome	Orphapacket
Orpha_3208	Isolated_succinate-CoQ_reductase_deficiency	Orphapacket
Orpha_321	Multiple_osteochondromas	Orphapacket
Orpha_3220	Deafness-enamel_hypoplasia-nail_defects_syndrome	Orphapacket
Orpha_3237	Multiple_synostoses_syndrome	Orphapacket
Orpha_3238	Cardiospondylocarpofacial_syndrome	Orphapacket
Orpha_324	Fabry_disease	Orphapacket
Orpha_3240	Early-onset_progressive_leukoencephalopathy-central_nervous_system_calcification-deafness-visual_impairment_syndrome	Orphapacket
Orpha_324262	Autosomal_recessive_congenital_cerebellar_ataxia_due_to_MGLUR1_deficiency	Orphapacket
Orpha_324290	PRDM8-related_progressive_myoclonus_epilepsy	Orphapacket
Orpha_3243	Sweet_syndrome	Orphapacket
Orpha_324410	X-linked_intellectual_disability-cardiomegaly-congestive_heart_failure_syndrome	Orphapacket
Orpha_324422	ALG13-CDG	Orphapacket
Orpha_324442	Autosomal_recessive_axonal_neuropathy_with_neuromyotonia	Orphapacket
Orpha_324525	Hypertrophic_cardiomyopathy_with_kidney_anomalies_due_to_mitochondrial_DNA_mutation	Orphapacket
Orpha_324575	Hyperinsulinism_due_to_HNF1A_deficiency	Orphapacket
Orpha_324581	Benign_Samaritan_congenital_myopathy	Orphapacket
Orpha_324588	Familial_dyskinesia_and_facial_myokymia	Orphapacket
Orpha_324604	Classic_multiminicore_myopathy	Orphapacket
Orpha_324703	ABetaL34V_amyloidosis	Orphapacket
Orpha_324708	ABeta_amyloidosis,_Iowa_type	Orphapacket
Orpha_324713	ABeta_amyloidosis,_Italian_type	Orphapacket
Orpha_324723	ABeta_amyloidosis,_Arctic_type	Orphapacket
Orpha_324737	SRD5A3-CDG	Orphapacket
Orpha_325	Congenital_factor_II_deficiency	Orphapacket
Orpha_3250	Proximal_symphalangism	Orphapacket
Orpha_3253	Cleft_lip/palate-ectodermal_dysplasia_syndrome	Orphapacket
Orpha_3255	Filippi_syndrome	Orphapacket
Orpha_3258	Cenani-Lenz_syndrome	Orphapacket
Orpha_326	Congenital_factor_V_deficiency	Orphapacket
Orpha_3261	Autoimmune_lymphoproliferative_syndrome	Orphapacket
Orpha_327	Congenital_factor_VII_deficiency	Orphapacket
Orpha_3275	Spondylocarpotarsal_synostosis	Orphapacket
Orpha_328	Congenital_factor_X_deficiency	Orphapacket
Orpha_3286	Catecholaminergic_polymorphic_ventricular_tachycardia	Orphapacket
Orpha_3287	Takayasu_arteritis	Orphapacket
Orpha_329	Congenital_factor_XI_deficiency	Orphapacket
Orpha_329178	Congenital_muscular_dystrophy_with_intellectual_disability_and_severe_epilepsy	Orphapacket
Orpha_329224	Schuurs-Hoeijmakers_syndrome	Orphapacket
Orpha_329228	Microcephalic_primordial_dwarfism_due_to_ZNF335_deficiency	Orphapacket
Orpha_329249	Severe_early-onset_obesity-insulin_resistance_syndrome_due_to_SH2B1_deficiency	Orphapacket
Orpha_329284	Beta-propeller_protein-associated_neurodegeneration	Orphapacket
Orpha_329308	Fatty_acid_hydroxylase-associated_neurodegeneration	Orphapacket
Orpha_329314	Adult-onset_multiple_mitochondrial_DNA_deletion_syndrome_due_to_DGUOK_deficiency	Orphapacket
Orpha_329336	Adult-onset_chronic_progressive_external_ophthalmoplegia_with_mitochondrial_myopathy	Orphapacket
Orpha_329466	Autosomal_dominant_focal_dystonia,_DYT25_type	Orphapacket
Orpha_329475	Spastic_paraplegia-Paget_disease_of_bone_syndrome	Orphapacket
Orpha_329478	Adult-onset_distal_myopathy_due_to_VCP_mutation	Orphapacket
Orpha_32960	Tumor_necrosis_factor_receptor_1_associated_periodic_syndrome	Orphapacket
Orpha_329971	Generalized_juvenile_polyposis/juvenile_polyposis_coli	Orphapacket
Orpha_33	Isovaleric_acidemia	Orphapacket
Orpha_330	Congenital_factor_XII_deficiency	Orphapacket
Orpha_33001	Lymphedema-distichiasis_syndrome	Orphapacket
Orpha_330050	DNM1L-related_encephalopathy_due_to_mitochondrial_and_peroxisomal_fission_defect	Orphapacket
Orpha_330054	Congenital_cataract-progressive_muscular_hypotonia-hearing_loss-developmental_delay_syndrome	Orphapacket
Orpha_3301	Tetraamelia-multiple_malformations_syndrome	Orphapacket
Orpha_3303	Tetralogy_of_Fallot	Orphapacket
Orpha_33067	Metaphyseal_chondrodysplasia,_Jansen_type	Orphapacket
Orpha_33069	Dravet_syndrome	Orphapacket
Orpha_331	Congenital_factor_XIII_deficiency	Orphapacket
Orpha_33110	Autosomal_non-syndromic_agammaglobulinemia	Orphapacket
Orpha_331206	Severe_combined_immunodeficiency_due_to_complete_RAG1/2_deficiency	Orphapacket
Orpha_3318	Essential_thrombocythemia	Orphapacket
Orpha_3319	Congenital_amegakaryocytic_thrombocytopenia	Orphapacket
Orpha_332	Congenital_intrinsic_factor_deficiency	Orphapacket
Orpha_3320	Thrombocytopenia-absent_radius_syndrome	Orphapacket
Orpha_3322	Hoyeraal-Hreidarsson_syndrome	Orphapacket
Orpha_33226	Waldenström_macroglobulinemia	Orphapacket
Orpha_3329	Tibial_aplasia-ectrodactyly_syndrome	Orphapacket
Orpha_333	Farber_disease	Orphapacket
Orpha_33355	Reticular_dysgenesis	Orphapacket
Orpha_33364	Trichothiodystrophy	Orphapacket
Orpha_3337	Primary_Fanconi_renotubular_syndrome	Orphapacket
Orpha_3338	Toriello-Carey_syndrome	Orphapacket
Orpha_3339	Oculoectodermal_syndrome	Orphapacket
Orpha_334	Hereditary_atrial_fibrillation	Orphapacket
Orpha_33402	Pediatric_hepatocellular_carcinoma	Orphapacket
Orpha_3342	Arterial_tortuosity_syndrome	Orphapacket
Orpha_33445	Neuroectodermal_melanolysosomal_disease	Orphapacket
Orpha_3352	Tricho-dento-osseous_syndrome	Orphapacket
Orpha_33543	Kleine-Levin_syndrome	Orphapacket
Orpha_33574	Glutamate-cysteine_ligase_deficiency	Orphapacket
Orpha_3363	Trichomegaly-retina_pigmentary_degeneration-dwarfism_syndrome	Orphapacket
Orpha_3366	Non-syndromic_metopic_craniosynostosis	Orphapacket
Orpha_337	Fibrodysplasia_ossificans_progressiva	Orphapacket
Orpha_3377	Trismus-pseudocamptodactyly_syndrome	Orphapacket
Orpha_3384	Common_arterial_trunk	Orphapacket
Orpha_3412	VACTERL_with_hydrocephalus	Orphapacket
Orpha_3416	Hyperostosis_corticalis_generalisata	Orphapacket
Orpha_342	Familial_Mediterranean_fever	Orphapacket
Orpha_34217	Naxos_disease	Orphapacket
Orpha_343	Hyperimmunoglobulinemia_D_with_periodic_fever	Orphapacket
Orpha_3437	Vogt-Koyanagi-Harada_disease	Orphapacket
Orpha_3447	Weaver_syndrome	Orphapacket
Orpha_3449	Weill-Marchesani_syndrome	Orphapacket
Orpha_34515	FKRP-related_limb-girdle_muscular_dystrophy_R9	Orphapacket
Orpha_34516	DNAJB6-related_limb-girdle_muscular_dystrophy_D1	Orphapacket
Orpha_3452	Whipple_disease	Orphapacket
Orpha_3453	Autoimmune_polyendocrinopathy_type_1	Orphapacket
Orpha_3454	Wieacker-Wolff_syndrome	Orphapacket
Orpha_3455	Wiedemann-Rautenstrauch_syndrome	Orphapacket
Orpha_34587	Danon_disease	Orphapacket
Orpha_3459	Wilson-Turner_syndrome	Orphapacket
Orpha_3463	Wolfram_syndrome	Orphapacket
Orpha_347	Frasier_syndrome	Orphapacket
Orpha_3472	Yunis-Varon_syndrome	Orphapacket
Orpha_3473	Zimmermann-Laband_syndrome	Orphapacket
Orpha_3474	CHIME_syndrome	Orphapacket
Orpha_348	Fructose-1,6-bisphosphatase_deficiency	Orphapacket
Orpha_349	Fucosidosis	Orphapacket
Orpha_35	Propionic_acidemia	Orphapacket
Orpha_35069	Infantile_neuroaxonal_dystrophy	Orphapacket
Orpha_35078	T-B+_severe_combined_immunodeficiency_due_to_JAK3_deficiency	Orphapacket
Orpha_35093	Non-syndromic_sagittal_craniosynostosis	Orphapacket
Orpha_35099	Non-syndromic_bicoronal_craniosynostosis	Orphapacket
Orpha_351	Galactosialidosis	Orphapacket
Orpha_35107	Desmosterolosis	Orphapacket
Orpha_35122	Congenital_sucrase-isomaltase_deficiency	Orphapacket
Orpha_35173	X-linked_dominant_chondrodysplasia_punctata	Orphapacket
Orpha_352403	Spectrin-associated_autosomal_recessive_cerebellar_ataxia	Orphapacket
Orpha_352447	Progressive_external_ophthalmoplegia-myopathy-emaciation_syndrome	Orphapacket
Orpha_352470	DNA2-related_mitochondrial_DNA_deletion_syndrome	Orphapacket
Orpha_352479	ISPD-related_limb-girdle_muscular_dystrophy_R20	Orphapacket
Orpha_352490	Autism_spectrum_disorder_due_to_AUTS2_deficiency	Orphapacket
Orpha_352530	Intellectual_disability-obesity-brain_malformations-facial_dysmorphism_syndrome	Orphapacket
Orpha_352577	Bainbridge-Ropers_syndrome	Orphapacket
Orpha_352582	Familial_infantile_myoclonic_epilepsy	Orphapacket
Orpha_352596	Progressive_myoclonic_epilepsy_with_dystonia	Orphapacket
Orpha_352641	Autosomal_recessive_cerebellar_ataxia_with_late-onset_spasticity	Orphapacket
Orpha_352649	Brain_dopamine-serotonin_vesicular_transport_disease	Orphapacket
Orpha_352665	Neurodevelopmental_disorder-craniofacial_dysmorphism-cardiac_defect-skeletal_anomalies_syndrome_due_to_9q21.3_microdeletion	Orphapacket
Orpha_352675	X-linked_Charcot-Marie-Tooth_disease_type_6	Orphapacket
Orpha_352682	Cobblestone_lissencephaly_without_muscular_or_ocular_involvement	Orphapacket
Orpha_352723	Attenuated_Chédiak-Higashi_syndrome	Orphapacket
