gene_symbol	disease_mim	disease_name	hpo_id	confidence_category	allelic_requirement	evidence_source
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0000126	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0005792	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0000071	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0001704	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0002092	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0001539	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0003015	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0000270	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0000774	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0000520	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0000894	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0009882	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0000403	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0000882	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0002857	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0001377	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0004611	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0000472	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0009771	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0000336	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0003826	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0001609	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0001634	definitive	monoallelic_X_het	DDG2P_phenotypes
FLNA	309350	MELNICK-NEEDLES SYNDROME	HP:0011335	definitive	monoallelic_X_het	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0000609	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0000486	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0000492	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0001274	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0000271	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0011344	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0001263	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0002500	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0001252	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0000504	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0000505	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0000929	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0008050	definitive	monoallelic_autosomal	DDG2P_phenotypes
NR2F1	615722	NR2F1-related Bosch-Boonstra-Schaaf optic atrophy syndrome	HP:0001250	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0006097	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000256	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001459	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001177	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001162	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000316	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0003074	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0011304	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001830	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000238	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001256	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0011330	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001007	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000028	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001537	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000023	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000047	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000268	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001836	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001363	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000006	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001274	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000243	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001627	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000348	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000270	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0005616	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001841	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0001250	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0002007	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0004303	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000431	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0009473	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0002648	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0000494	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0010059	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0010055	definitive	monoallelic_autosomal	DDG2P_phenotypes
GLI3	175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME	HP:0003828	definitive	monoallelic_autosomal	DDG2P_phenotypes
RETREG1	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB	HP:0000020	definitive	biallelic_autosomal	DDG2P_phenotypes
RETREG1	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB	HP:0003477	definitive	biallelic_autosomal	DDG2P_phenotypes
RETREG1	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB	HP:0000007	definitive	biallelic_autosomal	DDG2P_phenotypes
RETREG1	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB	HP:0009771	definitive	biallelic_autosomal	DDG2P_phenotypes
RETREG1	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB	HP:0001069	definitive	biallelic_autosomal	DDG2P_phenotypes
RETREG1	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB	HP:0001284	definitive	biallelic_autosomal	DDG2P_phenotypes
RETREG1	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB	HP:0006121	definitive	biallelic_autosomal	DDG2P_phenotypes
RETREG1	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB	HP:0001265	definitive	biallelic_autosomal	DDG2P_phenotypes
RETREG1	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB	HP:0003676	definitive	biallelic_autosomal	DDG2P_phenotypes
RETREG1	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB	HP:0002754	definitive	biallelic_autosomal	DDG2P_phenotypes
RETREG1	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB	HP:0003621	definitive	biallelic_autosomal	DDG2P_phenotypes
RETREG1	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB	HP:0001257	definitive	biallelic_autosomal	DDG2P_phenotypes
PIP5K1C	611369	LETHAL CONGENITAL CONTRACTURE SYNDROME TYPE 3	HP:0000007	limited	biallelic_autosomal	DDG2P_phenotypes
PIP5K1C	611369	LETHAL CONGENITAL CONTRACTURE SYNDROME TYPE 3	HP:0002804	limited	biallelic_autosomal	DDG2P_phenotypes
PIP5K1C	611369	LETHAL CONGENITAL CONTRACTURE SYNDROME TYPE 3	HP:0003202	limited	biallelic_autosomal	DDG2P_phenotypes
PIP5K1C	611369	LETHAL CONGENITAL CONTRACTURE SYNDROME TYPE 3	HP:0002093	limited	biallelic_autosomal	DDG2P_phenotypes
PIP5K1C	611369	LETHAL CONGENITAL CONTRACTURE SYNDROME TYPE 3	HP:0003811	limited	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0100324	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0007018	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0002514	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0001249	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0000722	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0002286	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0100610	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0000635	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0000718	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0001347	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0000742	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0001250	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0000709	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0007513	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0000007	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0000964	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0000252	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0000739	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0005982	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0004923	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0004920	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0000737	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0000518	definitive	biallelic_autosomal	DDG2P_phenotypes
PAH	261600	NON-PHENYLKETONURIA HYPERPHENYLALANINEMIA	HP:0000958	definitive	biallelic_autosomal	DDG2P_phenotypes
GHR	262500	PITUITARY DWARFISM II	HP:0000592	definitive	biallelic_autosomal	DDG2P_phenotypes
GHR	262500	PITUITARY DWARFISM II	HP:0000007	definitive	biallelic_autosomal	DDG2P_phenotypes
GHR	262500	PITUITARY DWARFISM II	HP:0004322	definitive	biallelic_autosomal	DDG2P_phenotypes
GHR	262500	PITUITARY DWARFISM II	HP:0001620	definitive	biallelic_autosomal	DDG2P_phenotypes
GHR	262500	PITUITARY DWARFISM II	HP:0000274	definitive	biallelic_autosomal	DDG2P_phenotypes
GHR	262500	PITUITARY DWARFISM II	HP:0001939	definitive	biallelic_autosomal	DDG2P_phenotypes
GHR	262500	PITUITARY DWARFISM II	HP:0009826	definitive	biallelic_autosomal	DDG2P_phenotypes
GHR	262500	PITUITARY DWARFISM II	HP:0001367	definitive	biallelic_autosomal	DDG2P_phenotypes
GHR	262500	PITUITARY DWARFISM II	HP:0000818	definitive	biallelic_autosomal	DDG2P_phenotypes
GHR	262500	PITUITARY DWARFISM II	HP:0000119	definitive	biallelic_autosomal	DDG2P_phenotypes
GHR	262500	PITUITARY DWARFISM II	HP:0003799	definitive	biallelic_autosomal	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0011675	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0003701	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0001639	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0002093	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0003805	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0003704	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0003306	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0000470	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0003418	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0003691	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0003676	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0003236	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0001371	definitive	monoallelic_X_hem	DDG2P_phenotypes
FHL1	300696	EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED	HP:0001419	definitive	monoallelic_X_hem	DDG2P_phenotypes
CDH23	601386	DEAFNESS AUTOSOMAL RECESSIVE TYPE 12	HP:0000007	definitive	biallelic_autosomal	DDG2P_phenotypes
CDH23	601386	DEAFNESS AUTOSOMAL RECESSIVE TYPE 12	HP:0000478	definitive	biallelic_autosomal	DDG2P_phenotypes
CDH23	601386	DEAFNESS AUTOSOMAL RECESSIVE TYPE 12	HP:0000399	definitive	biallelic_autosomal	DDG2P_phenotypes
TRPM1	613216	TRPM1-related night blindness, congenital stationary	HP:0000964	definitive	biallelic_autosomal	DDG2P_phenotypes
TRPM1	613216	TRPM1-related night blindness, congenital stationary	HP:0000545	definitive	biallelic_autosomal	DDG2P_phenotypes
TRPM1	613216	TRPM1-related night blindness, congenital stationary	HP:0000512	definitive	biallelic_autosomal	DDG2P_phenotypes
TRPM1	613216	TRPM1-related night blindness, congenital stationary	HP:0007663	definitive	biallelic_autosomal	DDG2P_phenotypes
TRPM1	613216	TRPM1-related night blindness, congenital stationary	HP:0007642	definitive	biallelic_autosomal	DDG2P_phenotypes
TRPM1	613216	TRPM1-related night blindness, congenital stationary	HP:0000639	definitive	biallelic_autosomal	DDG2P_phenotypes
TRPM1	613216	TRPM1-related night blindness, congenital stationary	HP:0007984	definitive	biallelic_autosomal	DDG2P_phenotypes
TRPM1	613216	TRPM1-related night blindness, congenital stationary	HP:0000958	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0002007	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0000463	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0000007	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0000268	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0001249	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0003455	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0000431	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0000286	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0001999	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0000369	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0010696	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0000218	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0000565	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0000846	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX13	601789	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 13	HP:0001250	definitive	biallelic_autosomal	DDG2P_phenotypes
STS	308100	ICHTHYOSIS, X-LINKED	HP:0007431	definitive	monoallelic_X_hem	DDG2P_phenotypes
STS	308100	ICHTHYOSIS, X-LINKED	HP:0001249	definitive	monoallelic_X_hem	DDG2P_phenotypes
STS	308100	ICHTHYOSIS, X-LINKED	HP:0000135	definitive	monoallelic_X_hem	DDG2P_phenotypes
STS	308100	ICHTHYOSIS, X-LINKED	HP:0002664	definitive	monoallelic_X_hem	DDG2P_phenotypes
STS	308100	ICHTHYOSIS, X-LINKED	HP:0001939	definitive	monoallelic_X_hem	DDG2P_phenotypes
STS	308100	ICHTHYOSIS, X-LINKED	HP:0007759	definitive	monoallelic_X_hem	DDG2P_phenotypes
STS	308100	ICHTHYOSIS, X-LINKED	HP:0000028	definitive	monoallelic_X_hem	DDG2P_phenotypes
STS	308100	ICHTHYOSIS, X-LINKED	HP:0008064	definitive	monoallelic_X_hem	DDG2P_phenotypes
STS	308100	ICHTHYOSIS, X-LINKED	HP:0001419	definitive	monoallelic_X_hem	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0006385	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0001945	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0003491	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0003072	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0002205	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0000897	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0001608	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0003021	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0001508	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0002979	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0004606	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0000592	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0001903	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0001522	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0000737	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0002104	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0004492	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0001363	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0003239	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0000121	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0000773	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0001252	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0000164	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0002659	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0000926	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0002150	definitive	biallelic_autosomal	DDG2P_phenotypes
ALPL	241500	HYPOPHOSPHATASIA	HP:0008428	definitive	biallelic_autosomal	DDG2P_phenotypes
