gene_symbol	panelapp_phenotype
CD55	Decay-accelerating factor for complement deficiency (DAF CD55)
CD55	Protein losing enteropathy, thrombosis
CD55	angiopathic thrombosis
CD55	hypogammaglobulinaemia
CD55	primary intestinal lymphangiectasia
CD55	protein-losing enteropathy
CDC14A	Deafness, autosomal recessive 32, with or without immotile sperm, OMIM:608653
CDH1	Blepharo-cheiro-dontic syndrome
CDH1	Blepharocheilodontic syndrome 1, OMIM:119580
CDH1	Diffuse gastric and lobular breast cancer syndrome with or without cleft lip and/or palate, OMIM:137215
CEACAM16	#614614:?Deafness, autosomal dominant 4B
CEACAM16	Sensorineural hearing loss, progressive bilateral postlingual
CERS3	Ichthyosis, congenital, autosomal recessive 9, 615023
CLDN14	#614035:Deafness, autosomal recessive 29
CLDN14	Nonsyndromic Hearing Loss, Recessive
CLDN14	hearing loss
CLDN9	Deafness, autosomal recessive 116, OMIM:619093
CLDN9	deafness, autosomal recessive 116, MONDO:0033670
COCH	Deafness, autosomal dominant 9 OMIM:601369
COCH	Deafness, autosomal recessive 110 OMIM:618094
COCH	autosomal dominant nonsyndromic deafness 9 MONDO:0011058
COCH	deafness, autosomal recessive 110 MONDO:0054860
COL3A1	Ehlers-Danlos syndrome, vascular type, OMIM:130050
COL3A1	Polymicrogyria with or without vascular-type EDS, OMIM:618343
COL3A1	polymicrogyria with or without vascular-type Ehlers-Danlos syndrome, MONDO:0032688
COPA	autoimmune interstitial lung disease-arthritis syndrome, MONDO:0014629
COPA	{Autoinflammation and autoimmunity, systemic, with immune dysregulation 1}, OMIM:616414
COPA	{Autoinflammation and autoimmunity, systemic, with immune dysregulation}, OMIM:616414
CREB3L1	Osteogenesis imperfecta, type XVI 616229
CREB3L1	Osteogenesis imperfecta, type XVI, 616229
CRIPT	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES 615789
CRIPT	Short stature with microcephaly and distinctive facies, 615789
CRTAP	Osteogenesis imperfecta, type VII 610682
CRYM	Deafness, autosomal dominant 40, OMIM:616357
CRYM	autosomal dominant nonsyndromic deafness 40, MONDO:0014603
CSF2RB	Alveolar proteinosis
CSF2RB	Congenital defects of phagocyte number or function
CSF2RB	Surfactant metabolism dysfunction, pulmonary, 5, 614370
CSF2RB	Surfactant metabolism dysfunction, pulmonary, 5, OMIM:614370
CSF2RB	surfactant metabolism dysfunction, pulmonary, 5, MONDO:0013712
CSF3R	Congenital defects of phagocyte number or function
CSF3R	Neutropenia, severe congenital, 7, autosomal recessive 617014
CSF3R	Neutropenia, severe congenital, 7, autosomal recessive, OMIM:617014
CSF3R	Severe congenital neutropenia
CXCR4	Defects in Intrinsic and Innate Immunity
CXCR4	Myelokathexis, isolated
CXCR4	Severe congenital neutropenia
CXCR4	WHIM syndrome
CXCR4	WHIM syndrome, 193670
CXCR4	Warts (HPV) infection, neutropenia, low B cell number, hypogammaglobulinemia
CXCR4	Warts hypogammaglobulinemia infections and myelokathexis (WHIM)
CXCR4	Warts, hypogammaglobulinemia, infections, and myelokathexis, Myelokathexis, isolated
CYBA	Chronic granulomatous disease (CGD)
CYBA	Chronic granulomatous disease, autosomal, due to deficiency of CYBA	233690
CYBA	Chronic granulomatous disease, autosomal, due to deficiency of CYBA,233690
CYBA	Congenital defects of phagocyte number or function
CYBA	Infections, autoinflammatory phenotype
CYP11A1	Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete, OMIM:613743
CYP11A1	Congenital adrenal insufficiency with 46, XY sex reversal OR 46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency, MONDO:0013400
CYP11A1	drenal insufficiency, congenital, with 46XY sex reversal, partial or complete, OMIM: 613743
CYP11B1	Adrenal hyperplasia, congenital, due to 11-beta-hydroxylase deficiency, OMIM:202010
CYP11B1	Aldosteronism, glucocorticoid-remediable, OMIM:103900
CYP11B1	Early onset hypertension with raised urinary 18-hydroxy-steroids, steroid-sensitive
CYP4F22	Ichthyosis, congenital, autosomal recessive 5, 604777
DAW1	Ciliary dyskinesia, primary, 52, OMIM:620570
DCLRE1C	Atypical Severe Combined Immunodeficiency (Atypical SCID)
DCLRE1C	Combined immunodeficiency
DCLRE1C	DCLRE1C (Artemis) deficiency
DCLRE1C	Immunodeficiencies affecting cellular and humoral immunity
DCLRE1C	Nl NK, radiation sensitive
DCLRE1C	Omenn syndrome
DCLRE1C	Omenn syndrome 603554
DCLRE1C	Severe Combined Immunodeficiency With Sensitivity To Ionizing Radiation
DCLRE1C	Severe combined immunodeficiency (SCID)
DCLRE1C	Severe combined immunodeficiency, Athabascan type
DCLRE1C	Severe combined immunodeficiency, Athabascan type 602450
DCLRE1C	Severe combined immunodeficiency, Athabascan type, 602450
DCLRE1C	T-B+ SCID
DCLRE1C	T-B- SCID
DCT	Oculocutaneous albinism, type VIII, OMIM:619165
DCT	oculocutaneous albinism type 8, MONDO:0030899
DDRGK1	Spondyloepimetaphyseal dysplasia, Shohat type, OMIM:602557
DFNA5	#600994:Deafness, autosomal dominant 5
DFNA5	Nonsyndromic Hearing Loss, Mixed
DFNA5	hearing loss
DFNB59	Deafness, autosomal recessive 59, 610220
DFNB59	Nonsyndromic Hearing Loss, Recessive
DFNB59	hearing loss
DGKE	C3 glomerulopathy
DGKE	C3G
DGKE	Haemolytic uraemic syndrome
DGKE	Hemolytic uremic syndrome, atypical, susceptibility to, 7 615008
DGKE	Hemolytic uremic syndrome, atypical, susceptibility to, 7, 615008
DGKE	IC-MPGN
DGKE	Immune complex MPGN
DGKE	Nephrotic syndrome, type 7 615008
DGKE	Nephrotic syndrome, type 7, 615008
DGKE	Nephrotic syndrome, type 7, OMIM:615008
DGKE	aHUS
DGKE	{Hemolytic uremic syndrome, atypical, susceptibility to, 7} 615008
DNAH9	Motile Cilia Defects and Situs Inversus
DNAJB11	Polycystic kidney disease
DNAJB11	Polycystic kidney disease 6 with or without polycystic liver disease, 618061
DNAJB11	Polycystic kidney disease 6 with or without polycystic liver disease, OMIM:618061
DNAJB11	Tubulointerstitial disease
DNAJB11	Tubulointerstitial kidney disease
DNAJB11	cystic kidney disease
DNAJB11	end stage renal failure
DNAJB11	non-enlarged kidney
DOCK2	DOCK2-related severe combined immunodeficiency
DOCK2	Dock 2 deficiency, Immunodeficiency 40
DOCK2	Immunodeficiencies affecting cellular and humoral immunity
DOCK2	Immunodeficiency 40, 616433
DOCK2	MONDO:0014637
DOCK2	Nl NK cells, but defective function. Poor interferon responses in hematopoietic and non-hematopoietic cells
DOCK2	OMIM:616433.0
DOT1L	Nil-Deshwar neurodevelopmental syndrome, OMIM:621265
DRG1	DRG1-related neurodevelopmental disorder with microcephaly and dysmorphic facial features (Tan-Almurshedi syndrome)
DRG1	MONDO:0957990
DRG1	OMIM:620641.0
DRG1	Tan-Almurshedi syndrome, OMIM:620641
DZIP1L	Polycystic kidney disease 5, 617610
DZIP1L	Polycystic kidney disease 5, OMIM:617610
DZIP1L	polycystic kidney disease 5, MONDO_0033281
EFEMP2	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB, OMIM:614437
EFEMP2	Cutis laxa, autosomal recessive, type IB, OMIM:614437
ELANE	Congenital defects of phagocyte number or function
ELANE	Congenital neutropenia
ELANE	Cyclic neutropenia
ELANE	Neutropenia, cyclic 162800
ELANE	Neutropenia, cyclic, 162800
ELANE	Neutropenia, severe congenital 1
ELANE	Neutropenia, severe congenital 1, autosomal dominant 202700
ELANE	Neutropenia, severe congenital 1, autosomal dominant, 202700
ELANE	Susceptibility to MDS/leukemia, Severe congenital neutropenia or cyclic neutropenia
EPRS	Hypomyelinating Leukodystrophy
EPRS	Leukodystrophy, hypomyelinating, 15, MIM#	617951
EPS8	?Deafness, autosomal recessive 102, 615974
EPS8	Deafness, prelingual, profound (affects all frequencies)
EPS8L2	Deafness, autosomal recessive 106, OMIM:617637
ERLIN1	Hereditary spastic paraplegia
ERLIN1	Spastic paraplegia 62, 615681
ESRRB	Deafness, autosomal recessive 35, 608565
ESRRB	Nonsyndromic Hearing Loss, Recessive
ESRRB	hearing loss
EXOC6B	Spondyloepimetaphyseal dysplasia with joint laxity, type 3, OMIM:618395
EXOSC9	Cerebellar Atrophy with Spinal Motor Neuronopathy
EXOSC9	Pontocerebellar hypoplasia, type 1D, OMIM:618065
FAM46A	Osteogenesis imperfecta, type 18, MONDO:0044329
FAM46A	Osteogenesis imperfecta, type XVIII, OMIM:617952
FAN1	Interstitial nephritis, karyomegalic 614817
FAN1	Interstitial nephritis, karyomegalic, OMIM:614817
FAN1	chronic kidney disease
FAN1	interstitial nephritis
FAN1	karyomegalic interstitial nephritis, MONDO:0013898
FAT1	Glomerulotubular nephropathy
FAT1	hand and foot anomalies
FAT1	multiple congenital anomalies
FAT1	nephropathy
FAT1	ocular anomalies
FGF4	Jeune syndrome, MONDO:0018770
FGF4	Short-rib thoracic dysplasia 22 without polydactyly, OMIM:621260
FGF8	Holoprosencephaly
FGF8	Hypogonadotropic hypogonadism 6 with or without anosmia 612702
FGF8	Numerous variants reported in Hypogonadotropic hypogonadism 6 with or without anosmia 612702, but this phenotype is not relevant to this panel.
FHOD3	Hypertrophic cardiomyopathy
FHOD3	Hypertrophic cardiomyopathy, MONDO:0005045
FKBP10	BRUCK SYNDROME TYPE 1
FKBP10	Bruck syndrome 1, MONDO:0009806
FKBP10	Bruck syndrome 1, OMIM:259450
FKBP10	Brucks syndrome
FKBP10	Brucks syndrome 1 - 259450
FKBP10	Osteogenesis Imperfecta and Decreased Bone Density
FKBP10	Osteogenesis Imperfecta, Recessive
FKBP10	Osteogenesis imperfecta type 11, MONDO:0012592
FKBP10	Osteogenesis imperfecta, type XI, 610968
FKBP10	Osteogenesis imperfecta, type XI, OMIM:610968
FKBP10	skeletal dysplasias
FOXJ1	Ciliary dyskinesia, primary, 43, OMIM:618699
FOXJ1	Motile Ciliopathy with Hydrocephalus and Randomization of Left/Right Body Asymmetry
FZD2	Autosomal dominant omodysplasia, MONDO:0008123
FZD2	Omodysplasia 2, OMIM:164745
FZD2	Robinow syndrome
GANAB	Mild cystic kidney and liver disease
GANAB	Polycyctic kidney disease 3
GANAB	Polycystic kidney disease 3 with or without polycystic liver disease, MONDO:0010916
GANAB	Polycystic kidney disease 3, OMIM:600666
GDF11	?Vertebral hypersegmentation and orofacial anomalies, OMIM:619122
GDF11	GDF11-related vertebral hypersegmentation, orofacial anomalies and neurodevelopmental disorder, OMIM:619122
GDF11	Vertebral hypersegmentation and orofacial anomalies (VHO), OMIM:619122
GIPC3	#601869: Deafness, autosomal recessive 15
GIPC3	hearing loss
GJB6	Deafness, autosomal recessive 1B, OMIM:612645
GJB6	autosomal recessive nonsyndromic hearing loss 1B, MONDO:0012977
GLDN	Lethal arthroogryposis
GLI1	Polydactyly, postaxial, type A8, 618123
GLI1	Polydactyly, postaxial, type A8, MONDO:0029130
GLI1	Polydactyly, postaxial, type A8, OMIM:618123
GLI1	Polydactyly, preaxial I, 174400
GLI1	Polydactyly, preaxial I, OMIM:174400
GLI1	Preaxial polydactyly of fingers, MONDO:0017425
GON7	Galloway-Mowat syndrome 9, OMIM:619603
GON7	Galloway-Mowat syndrome MONDO:0009627
GPC6	Autosomal recessive omodysplasia, MONDO:0009779
GPC6	OMODYSPLASIA TYPE 1 (OMOD1) [ 258315
GPC6	Omodysplasia 1 258315
GPC6	Omodysplasia 1, OMIM:258315
GPKOW	Intrauterine growth restriction, microcephaly/microencephaly, and eye, brain, skin, and skeletal abnormalities
GPKOW	microcephaly with intrauterine growth restriction
GPR156	sensorineural hearing loss disorder, MONDO:0020678
GPX4	SPONDYLOMETAPHYSEAL DYSPLASIA, SEDAGHATIAN TYPE 250220
GPX4	Spondylometaphyseal dysplasia, Sedaghatian type 250220
GPX4	Spondylometaphyseal dysplasia, Sedaghatian type, OMIM:250220
GRXCR1	Deafness, autosomal recessive 25, 613285
GRXCR1	Nonsyndromic Hearing Loss, Recessive
GRXCR1	hearing loss
GRXCR2	?Deafness, autosomal recessive 101, OMIM:615837
GZF1	Joint laxity, short stature, and myopia, 617662
GZF1	Joint laxity, short stature, and myopia, MONDO:0060556
GZF1	Joint laxity, short stature, and myopia, OMIM:617662
GZF1	LARSEN SYNDROME
GZF1	Larsen syndrome
GZF1	joint laxity, short stature, and myopia MONDO:0060556
GZF1	joint laxity, short stature, and myopia OMIM:617662
HES7	Spondylocostal dysostosis 4, autosomal recessive 613686
HGF	Deafness, autosomal recessive 39, OMIM:608265
HHAT	Nivelon-Nivelon-Mabille syndrome, OMIM:600092
HMGA2	HMGA2-related Silver-Russell-like syndrome
HMGA2	MONDO:0020795
HMGA2	Silver-Russell syndrome 5, MONDO:0020795
HMGA2	Silver-Russell syndrome 5, OMIM:618908
HMGCR	HMGCR-related limb-girdle muscular dystrophy
HMGCR	Muscular dystrophy, limb-girdle, autosomal recessive 28, OMIM:620375
HPCA	Dystonia 2, torsion, autosomal recessive, 224500
HPCA	adolescence-onset segmental dystonia
HPCA	childhood-onset generalized dystonia
HPCA	generalized dystonia with additional neurological features
IL10RA	Diseases of Immune Dysregulation
IL10RA	IBD, Folliculitis, recurrent respiratory diseases, arthritis, lymphoma
IL10RA	IL-10 signalling defects / deficiency
IL10RA	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome
IL10RA	Inflammatory bowel disease 28, early onset, autosomal recessive	613148
IL10RA	Inflammatory bowel disease 28, early onset, autosomal recessive, 613148
IL10RB	Diseases of Immune Dysregulation
IL10RB	IBD, folliculitis, recurrent respiratory diseases, arthritis, lymphoma
IL10RB	IL-10 signalling defects / deficiency
IL10RB	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome
IL10RB	Inflammatory bowel disease 25, early onset, autosomal recessive 612567
IL10RB	Inflammatory bowel disease 25, early onset, autosomal recessive,612567
IL2RG	Atypical Severe Combined Immunodeficiency (Atypical SCID)
IL2RG	Combined immunodeficiency, X-linked, moderate
IL2RG	Immunodeficiencies affecting cellular and humoral immunity
IL2RG	Low NK
IL2RG	Omenn syndrome
IL2RG	SCID
IL2RG	SCID (x-linked)
IL2RG	Severe Combined Immune Deficiency
IL2RG	Severe combined immunodeficiency (SCID)
IL2RG	Severe combined immunodeficiency, X-linked
IL2RG	Severe combined immunodeficiency, X-linked 300400
IL2RG	Severe combined immunodeficiency, X-linked, 300400
IL2RG	T-B+ SCID
IL6ST	?Immunodeficiency 94 with autoinflammation and dysmorphic facies, OMIM:619750
IL6ST	Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections, OMIM:619752
IL6ST	Hyper-IgE syndrome 4B, autosomal recessive, with recurrent infections, OMIM:618523
IL6ST	Stuve-Wiedemann syndrome 2, OMIM:619751
ILDR1	Deafness, autosomal recessive 42, 609646
ILDR1	hearing loss
ITGB2	Congenital defects of phagocyte number or function
ITGB2	Delayed cord separation, skin ulcers, periodontitis, leukocytosis
ITGB2	LAD
ITGB2	Leukocyte adhesion deficiency 116920
ITGB2	Leukocyte adhesion deficiency type I
ITGB2	Leukocyte adhesion deficiency, 116920
KCNJ1	Antenatal Bartter Syndrome
KCNJ1	Bartter syndrome 241200
KCNJ1	Bartter syndrome, type 2, 241200
KCNJ1	Hypokalaemic alkalosis with hypercalciuria
KCNJ1	Type 2 Bartter syndrome
KCNJ1	often initial transient hyperkalemia
KCNQ4	Deafness, autosomal dominant 2A, OMIM:600101
KDELR2	Bowing of the legs and arms
KDELR2	Increased susceptibility to fractures
KDELR2	Joint hypermobility
KDELR2	KDELR2-related Osteogenesis Imperfecta
KDELR2	Osteogenesis imperfecta, type XXI, OMIM:619131
KDELR2	Scoliosis
KIAA1024L	Deafness, autosomal recessive 120, OMIM:620238
KIF24	Skeletal dysplasia
KIF24	skeletal dysplasia, MONDO:0018230
KLHL3	Pseudohypoaldosteronism, type IID, 614495
KY	Myopathy, myofibrillar, 7, OMIM:617114
LEF1	Ectodermal dysplasia 17 with or without limb malformations, OMIM:621224
LEF1	LEF1-related ectodermal dysplasia and limb malformation
LEF1	ectodermal dysplasia 17 with or without limb malformations, MONDO:0979228
LHFPL5	Deafness, autosomal recessive 67, 610265
LHFPL5	Nonsyndromic Hearing Loss, Recessive
LMX1A	Deafness, autosomal dominant 7 OMIM:601412
LMX1A	autosomal dominant nonsyndromic deafness 7 MONDO:0011074
LRRC56	Ciliary dyskinesia, primary, 39, MONDO:0032637
LRRC56	Ciliary dyskinesia, primary, 39, OMIM:618254
LRRC56	Mucociliary Clearance and Laterality Defects
LRTOMT	Deafness, autosomal recessive 63, 611451
LRTOMT	Nonsyndromic Hearing Loss, Recessive
LRTOMT	hearing loss
LTBP1	Brachydactyly, HP:0001156
LTBP1	Clinodactyly, HP:0030084
LTBP1	Cutis laxa, autosomal recessive, type IIE, OMIM:619451
LTBP1	LTBP1-related cutis laxa and craniosynostosis
LTBP1	Syndactyly, HP:0001159
LTBP1	inherited cutis laxa MONDO:0100237
MAGED2	Bartter syndrome, type 5, antenatal, transient, OMIM:300971
MARVELD2	Deafness, autosomal recessive 49, 610153
MARVELD2	Nonsyndromic Hearing Loss, Recessive
MARVELD2	hearing loss
MC4R	Obesity (BMIQ20), OMIM:618406
MC4R	{Obesity, resistence to (BMIQ20)}, OMIM:618306
MDFIC	Lymphatic malformation 12, OMIM:620014
MDFIC	Nonimmune hydrops fetalis, HP:0001790
MDFIC	lymphatic malformation 12, MONDO:0031043
MEOX1	KFS2
MEOX1	KLIPPEL-FEIL ANOMALY 118100
MEOX1	KLIPPEL-FEIL SYNDROME 2, AUTOSOMAL RECESSIVE
MEOX1	Klippel-Feil syndrome 2 214300
MEOX1	Klippel-Feil syndrome 2, OMIM:214300
MEOX1	Klippel-Feil syndrome 2, autosomal recessive, MONDO:0008958
MESD	OSTEOGENESIS IMPERFECTA
MESD	Osteogenesis imperfecta, type 20, MONDO:0032846
MESD	Osteogenesis imperfecta, type XX, OMIM:618644
MIR184	EDICT
MIR184	EDICT SYNDROME 614303
MIR184	KERATOCONUS WITH CATARACT
MLIP	Myopathy with myalgia, increased serum creatine kinase, and with or without episodic rhabdomyolysis, MIM# 620138
MLIP	Myopathy with myalgia, increased serum creatine kinase, and with or without episodic rhabdomyolysis, OMIM:620138
MPZL2	Deafness, autosomal recessive 111, OMIM:618145
MPZL2	deafness, autosomal recessive 111, MONDO:0029142
MSRB3	Deafness, autosomal recessive 74, 613718
MSRB3	hearing loss
MYL9	Megacystis-microcolon-intestinal hypoperistalsis syndrome 4, OMIM:619365
MYLK3	Dilated cardiomyopathy, MONDO:0005021
MYLPF	Arthrogryposis, distal, type 1C, OMIM:617378
MYLPF	MYLPF arthrogryposis (biallelic)
MYLPF	MYLPF arthrogryposis (monoallelic)
MYMX	Carey-Fineman-Ziter syndrome 2, MONDO:0100292
MYMX	Carey-Fineman-Ziter syndrome 2, OMIM:619941
MYO1E	Glomerulosclerosis, focal segmental, 6 #614131
MYO1E	Glomerulosclerosis, focal segmental, 6 614131
MYO3A	Deafness, autosomal recessive 30 OMIM:607101
MYO3A	autosomal recessive nonsyndromic deafness 30 MONDO:0011774
MYRF	Cardiac-urogenital syndrome, 618280
MYRF	Congenital diaphragmatic hernia (CDH)
MYRF	Disorders of sex development (DSD)
MYRF	Pulmonary artery and lung hypoplasia, agonadism, omphalocele, diaphragmatic defects, hypoplastic left heart and scimitar syndrome
MYZAP	Cardiomyopathy, dilated, 2K, OMIM:620894
MYZAP	Dilated cardiomyopathy, MONDO:0005021
NCF1	Chronic granulomatous disease (CGD)
NCF1	Chronic granulomatous disease due to deficiency of NCF-1	233700
NCF1	Chronic granulomatous disease due to deficiency of NCF-1 233700
NCF1	Congenital defects of phagocyte number or function
NCF1	Infections, autoinflammatory phenotype
NCF2	Chronic granulomatous disease (CGD)
NCF2	Chronic granulomatous disease due to deficiency of NCF-2	233710
NCF2	Chronic granulomatous disease due to deficiency of NCF-2 233710
NCF2	Congenital defects of phagocyte number or function
NCF2	Infections, autoinflammatory phenotype
NECTIN4	ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1
NECTIN4	ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1 613573
NEPRO	Anauxetic dysplasia 3, OMIM:618853
NEUROG3	Diarrhea 4, malabsorptive, congenital, OMIM:610370
NEUROG3	Diarrhoea 4, malabsorptive, congenital, OMIM:610370
NEUROG3	Permanent neonatal diabetes mellitus, MONDO:0100164
NF2	Acoustic neuroma
NF2	Meningioma, NF2-related, somatic, 607174
NF2	Neurofibromatosis, Type 2
NF2	Neurofibromatosis, Type II
NF2	Schwannomatosis, 162091
NF2	loss of heterozygosity Neurofibromatosis, type 2, 101000
NFE2L2	Combined immunodeficiencies with associated or syndromic features
NFE2L2	Developmental delay, borderline ID
NFE2L2	Growth retardation
NFE2L2	Immunodeficiency, developmental delay, and hypohomocysteinemia, 617744
NFE2L2	NFE2L2 GOF
NFE2L2	NFE2L2-related leukoencephalopathy, immune deficiency and hypohomocysteinaemia, OMIM:617744
NFE2L2	Recurrent respiratory and skin infection
NFE2L2	Recurrent respiratory and skin infections, growth retardation, , developmental delay
NFE2L2	White matter cerebral lesions
NFE2L2	increased expression of stress response genes
NFE2L2	mmunodeficiency, developmental delay, and hypohomocysteinemia, 617744
NFE2L2	white matter cerebral lesions, increased level of homocysteine
NIPAL4	Autosomal recessive congenital ichthyosis 6, MONDO:0012847
NIPAL4	Ichthyosis, congenital, autosomal recessive 6, 612281
NIPAL4	Ichthyosis, congenital, autosomal recessive 6, OMIM:612281
NR0B1	46XY sex reversal 2, dosage-sensitive 300018
NR0B1	46XY sex reversal 2, dosage-sensitive, 300018
NR0B1	AHC
NR0B1	Adrenal Hypoplasia, Congenital
NR0B1	Adrenal hypoplasia, congenital 300200
NR0B1	Adrenal hypoplasia, congenital, with hypogonadotropic hypogonadism, 300200
