disease_id	gene_symbol	gene_weight	evidence_source
Orpha_220386	DISP1	1	Orphapacket_gene_mapping
Orpha_220386	CDON	1	Orphapacket_gene_mapping
Orpha_220386	NODAL	1	Orphapacket_gene_mapping
Orpha_220386	DLL1	1	Orphapacket_gene_mapping
Orpha_220386	GAS1	1	Orphapacket_gene_mapping
Orpha_220393	CAV1	0.6	Orphapacket_gene_mapping
Orpha_220393	HLA-DRB1	0.6	Orphapacket_gene_mapping
Orpha_220393	CCN2	0.6	Orphapacket_gene_mapping
Orpha_220393	IRF5	0.6	Orphapacket_gene_mapping
Orpha_220393	CCR6	0.6	Orphapacket_gene_mapping
Orpha_220402	CAV1	0.6	Orphapacket_gene_mapping
Orpha_220402	HLA-DRB1	0.6	Orphapacket_gene_mapping
Orpha_220402	CCN2	0.6	Orphapacket_gene_mapping
Orpha_220402	IRF5	0.6	Orphapacket_gene_mapping
Orpha_220402	KIAA0319L	0.6	Orphapacket_gene_mapping
Orpha_220402	CCR6	0.6	Orphapacket_gene_mapping
Orpha_220460	APC	1	Orphapacket_gene_mapping
Orpha_220493	AHI1	1	Orphapacket_gene_mapping
Orpha_220493	MKS1	1	Orphapacket_gene_mapping
Orpha_220493	INPP5E	1	Orphapacket_gene_mapping
Orpha_220493	CEP41	1	Orphapacket_gene_mapping
Orpha_220493	CEP120	1	Orphapacket_gene_mapping
Orpha_220497	NPHP1	1	Orphapacket_gene_mapping
Orpha_220497	RPGRIP1L	1	Orphapacket_gene_mapping
Orpha_220497	TMEM237	1	Orphapacket_gene_mapping
Orpha_2209	PAH	1	Orphapacket_gene_mapping
Orpha_221008	ANAPC1	1	Orphapacket_gene_mapping
Orpha_221016	RECQL4	1	Orphapacket_gene_mapping
Orpha_221061	CCM2	1	Orphapacket_gene_mapping
Orpha_221061	KRIT1	1	Orphapacket_gene_mapping
Orpha_221061	PDCD10	1	Orphapacket_gene_mapping
Orpha_221061	PIK3CA	1	Orphapacket_gene_mapping
Orpha_221139	KNSTRN	1	Orphapacket_gene_mapping
Orpha_221139	PIK3CD	1	Orphapacket_gene_mapping
Orpha_2224	TDO2	1	Orphapacket_gene_mapping
Orpha_2228	MSX1	1	Orphapacket_gene_mapping
Orpha_2229	LMNA	1	Orphapacket_gene_mapping
Orpha_223	AVPR2	1	Orphapacket_gene_mapping
Orpha_223	AQP2	1	Orphapacket_gene_mapping
Orpha_2237	GATA3	1	Orphapacket_gene_mapping
Orpha_2239	GCM2	1	Orphapacket_gene_mapping
Orpha_2241	LMOD1	1	Orphapacket_gene_mapping
Orpha_2241	MYH11	1	Orphapacket_gene_mapping
Orpha_2241	ACTG2	1	Orphapacket_gene_mapping
Orpha_2241	MYLK	1	Orphapacket_gene_mapping
Orpha_2248	GJA1	0.6	Orphapacket_gene_mapping
Orpha_2248	NKX2-5	0.6	Orphapacket_gene_mapping
Orpha_2250	SMCHD1	1	Orphapacket_gene_mapping
Orpha_225154	NUP54	1	Orphapacket_gene_mapping
Orpha_225154	ADAR	1	Orphapacket_gene_mapping
Orpha_225154	MT-ATP6	1	Orphapacket_gene_mapping
Orpha_225154	NUP62	1	Orphapacket_gene_mapping
Orpha_2253	PAX6	1	Orphapacket_gene_mapping
Orpha_2254	AGTPBP1	1	Orphapacket_gene_mapping
Orpha_2254	VRK1	1	Orphapacket_gene_mapping
Orpha_2254	EXOSC3	1	Orphapacket_gene_mapping
Orpha_2254	EXOSC8	1	Orphapacket_gene_mapping
Orpha_2254	SLC25A46	1	Orphapacket_gene_mapping
Orpha_2254	EXOSC9	1	Orphapacket_gene_mapping
Orpha_2255	GATA6	1	Orphapacket_gene_mapping
Orpha_226	QDPR	1	Orphapacket_gene_mapping
Orpha_226307	POU1F1	1	Orphapacket_gene_mapping
Orpha_226307	PROP1	1	Orphapacket_gene_mapping
Orpha_226307	HESX1	1	Orphapacket_gene_mapping
Orpha_226307	LHX3	1	Orphapacket_gene_mapping
Orpha_226307	LHX4	1	Orphapacket_gene_mapping
Orpha_226316	DUOX2	1	Orphapacket_gene_mapping
Orpha_2268	DNMT3B	1	Orphapacket_gene_mapping
Orpha_2268	ZBTB24	1	Orphapacket_gene_mapping
Orpha_2268	CDCA7	1	Orphapacket_gene_mapping
Orpha_2268	HELLS	1	Orphapacket_gene_mapping
Orpha_2268	UHRF1	1	Orphapacket_gene_mapping
Orpha_2273	MBTPS2	1	Orphapacket_gene_mapping
Orpha_227510	COQ2	0.6	Orphapacket_gene_mapping
Orpha_228169	PDE8B	1	Orphapacket_gene_mapping
Orpha_228302	CPT2	1	Orphapacket_gene_mapping
Orpha_228305	CPT2	1	Orphapacket_gene_mapping
Orpha_228308	CPT2	1	Orphapacket_gene_mapping
Orpha_228384	MEF2C	0.2	Orphapacket_gene_mapping
Orpha_228390	ALX4	1	Orphapacket_gene_mapping
Orpha_228402	MBD5	0.2	Orphapacket_gene_mapping
Orpha_228415	NSD1	0.2	Orphapacket_gene_mapping
Orpha_228423	GATA2	1	Orphapacket_gene_mapping
Orpha_228426	ITCH	1	Orphapacket_gene_mapping
Orpha_2289	NOTCH2NLC	1	Orphapacket_gene_mapping
Orpha_2290	MYO5B	1	Orphapacket_gene_mapping
Orpha_2290	STX3	1	Orphapacket_gene_mapping
Orpha_2297	INSR	1	Orphapacket_gene_mapping
Orpha_23	ASL	1	Orphapacket_gene_mapping
Orpha_230	DBH	1	Orphapacket_gene_mapping
Orpha_2301	FLNA	1	Orphapacket_gene_mapping
Orpha_2301	CLMP	1	Orphapacket_gene_mapping
Orpha_2307	SALL4	1	Orphapacket_gene_mapping
Orpha_2308	FLI1	0.2	Orphapacket_gene_mapping
Orpha_230839	TNXB	1	Orphapacket_gene_mapping
Orpha_230851	COL1A2	1	Orphapacket_gene_mapping
Orpha_2309	KRT16	1	Orphapacket_gene_mapping
Orpha_2309	KRT17	1	Orphapacket_gene_mapping
Orpha_2309	KRT6A	1	Orphapacket_gene_mapping
Orpha_2309	KRT6B	1	Orphapacket_gene_mapping
Orpha_2311	TBX6	1	Orphapacket_gene_mapping
Orpha_2311	DLL3	1	Orphapacket_gene_mapping
Orpha_2311	MESP2	1	Orphapacket_gene_mapping
Orpha_2311	LFNG	1	Orphapacket_gene_mapping
Orpha_2311	HES7	1	Orphapacket_gene_mapping
Orpha_2311	RIPPLY2	1	Orphapacket_gene_mapping
Orpha_231140	IGF2	0.2	Orphapacket_gene_mapping
Orpha_231140	H19	0.2	Orphapacket_gene_mapping
Orpha_231144	H19	0.2	Orphapacket_gene_mapping
Orpha_231144	IGF2	0.2	Orphapacket_gene_mapping
Orpha_231154	RAG1	1	Orphapacket_gene_mapping
Orpha_231160	ANGPTL6	1	Orphapacket_gene_mapping
Orpha_231160	ENG	0.6	Orphapacket_gene_mapping
Orpha_231160	THSD1	1	Orphapacket_gene_mapping
Orpha_231169	USH1K	1	Orphapacket_gene_mapping
Orpha_231169	CDH23	1	Orphapacket_gene_mapping
Orpha_231169	USH1C	1	Orphapacket_gene_mapping
Orpha_231169	USH1G	1	Orphapacket_gene_mapping
Orpha_231169	MYO7A	1	Orphapacket_gene_mapping
Orpha_231169	PCDH15	1	Orphapacket_gene_mapping
Orpha_231169	USH1E	1	Orphapacket_gene_mapping
Orpha_231169	USH1H	1	Orphapacket_gene_mapping
Orpha_231169	CIB2	1	Orphapacket_gene_mapping
Orpha_231169	ESPN	1	Orphapacket_gene_mapping
Orpha_231178	USH2A	1	Orphapacket_gene_mapping
Orpha_231178	ADGRV1	1	Orphapacket_gene_mapping
Orpha_231178	MYO7A	1	Orphapacket_gene_mapping
Orpha_231178	WHRN	1	Orphapacket_gene_mapping
Orpha_231178	PDZD7	0.4	Orphapacket_gene_mapping
Orpha_231183	CEP78	1	Orphapacket_gene_mapping
Orpha_231183	ARSG	1	Orphapacket_gene_mapping
Orpha_231183	CLRN1	1	Orphapacket_gene_mapping
Orpha_231183	MT-TS2	1	Orphapacket_gene_mapping
Orpha_231183	HARS1	1	Orphapacket_gene_mapping
Orpha_231214	HBB	1	Orphapacket_gene_mapping
Orpha_231222	HBB	1	Orphapacket_gene_mapping
Orpha_231226	HBB	1	Orphapacket_gene_mapping
Orpha_231237	HBB	1	Orphapacket_gene_mapping
Orpha_231237	HBG1	1	Orphapacket_gene_mapping
Orpha_231237	HBD	1	Orphapacket_gene_mapping
Orpha_231242	HBB	1	Orphapacket_gene_mapping
Orpha_231249	HBB	1	Orphapacket_gene_mapping
Orpha_231393	GATA1	1	Orphapacket_gene_mapping
Orpha_2314	STAT3	1	Orphapacket_gene_mapping
Orpha_231401	ATRX	1	Orphapacket_gene_mapping
Orpha_2315	UBR1	1	Orphapacket_gene_mapping
Orpha_231568	COL7A1	1	Orphapacket_gene_mapping
Orpha_231720	LHX3	1	Orphapacket_gene_mapping
Orpha_2318	CEP290	1	Orphapacket_gene_mapping
Orpha_2318	CC2D2A	1	Orphapacket_gene_mapping
Orpha_2318	TMEM216	1	Orphapacket_gene_mapping
Orpha_2318	TMEM237	1	Orphapacket_gene_mapping
Orpha_2318	TMEM138	1	Orphapacket_gene_mapping
Orpha_2318	ZNF423	1	Orphapacket_gene_mapping
Orpha_2318	TMEM231	1	Orphapacket_gene_mapping
Orpha_2319	ESCO2	1	Orphapacket_gene_mapping
Orpha_232	HBB	1	Orphapacket_gene_mapping
Orpha_2322	KMT2D	1	Orphapacket_gene_mapping
Orpha_2322	KDM6A	1	Orphapacket_gene_mapping
Orpha_2323	TBCE	1	Orphapacket_gene_mapping
Orpha_233	CHN1	1	Orphapacket_gene_mapping
Orpha_233	MAFB	1	Orphapacket_gene_mapping
Orpha_233	SALL4	1	Orphapacket_gene_mapping
Orpha_2332	ANKRD11	1	Orphapacket_gene_mapping
Orpha_2334	PAX6	1	Orphapacket_gene_mapping
Orpha_2337	AQP5	1	Orphapacket_gene_mapping
Orpha_234	ABCC2	1	Orphapacket_gene_mapping
Orpha_2340	MBTPS2	1	Orphapacket_gene_mapping
Orpha_2340	LRP1	1	Orphapacket_gene_mapping
Orpha_2342	CTSC	1	Orphapacket_gene_mapping
Orpha_2345	GDF3	1	Orphapacket_gene_mapping
Orpha_2345	MEOX1	1	Orphapacket_gene_mapping
Orpha_2345	GDF6	1	Orphapacket_gene_mapping
Orpha_2348	LMNA	1	Orphapacket_gene_mapping
Orpha_235	LIG4	1	Orphapacket_gene_mapping
Orpha_235	NSUN2	1	Orphapacket_gene_mapping
Orpha_2363	FGF10	1	Orphapacket_gene_mapping
Orpha_2363	FGFR3	1	Orphapacket_gene_mapping
Orpha_2363	FGFR2	1	Orphapacket_gene_mapping
Orpha_2377	PNPLA6	1	Orphapacket_gene_mapping
Orpha_2378	LMBR1	1	Orphapacket_gene_mapping
Orpha_2379	RAB39B	1	Orphapacket_gene_mapping
Orpha_2380	COL2A1	1	Orphapacket_gene_mapping
Orpha_2382	CUX2	1	Orphapacket_gene_mapping
Orpha_2382	SCN1A	1	Orphapacket_gene_mapping
Orpha_2382	CHD2	1	Orphapacket_gene_mapping
Orpha_2382	DNM1	1	Orphapacket_gene_mapping
Orpha_2382	GABRB3	1	Orphapacket_gene_mapping
Orpha_2382	CACNA1A	1	Orphapacket_gene_mapping
Orpha_238329	AIFM1	1	Orphapacket_gene_mapping
Orpha_238446	UBE3A	0.2	Orphapacket_gene_mapping
Orpha_238455	SLC6A3	1	Orphapacket_gene_mapping
Orpha_238455	WARS2	1	Orphapacket_gene_mapping
Orpha_238459	SLC35A1	1	Orphapacket_gene_mapping
Orpha_238578	TBX4	0.2	Orphapacket_gene_mapping
Orpha_2387	PLCD1	1	Orphapacket_gene_mapping
Orpha_238722	DNAL4	1	Orphapacket_gene_mapping
Orpha_238722	RAD51	1	Orphapacket_gene_mapping
Orpha_238722	DCC	1	Orphapacket_gene_mapping
Orpha_238722	NTN1	1	Orphapacket_gene_mapping
Orpha_238769	HNRNPU	0.2	Orphapacket_gene_mapping
Orpha_2388	VPS13A	1	Orphapacket_gene_mapping
Orpha_239	DYM	1	Orphapacket_gene_mapping
Orpha_2394	DLD	1	Orphapacket_gene_mapping
Orpha_2396	FGFR1	1	Orphapacket_gene_mapping
Orpha_2398	MFN2	1	Orphapacket_gene_mapping
Orpha_24	FH	1	Orphapacket_gene_mapping
Orpha_240	SHOX	1	Orphapacket_gene_mapping
Orpha_240071	MAPT	0.6	Orphapacket_gene_mapping
Orpha_240085	MAPT	0.6	Orphapacket_gene_mapping
Orpha_240094	MAPT	0.6	Orphapacket_gene_mapping
Orpha_240103	MAPT	0.6	Orphapacket_gene_mapping
Orpha_240112	MAPT	0.6	Orphapacket_gene_mapping
Orpha_2407	LAMA3	1	Orphapacket_gene_mapping
Orpha_241	ABCB6	1	Orphapacket_gene_mapping
Orpha_2412	TRIM33	1	Orphapacket_gene_mapping
Orpha_242	DHX37	1	Orphapacket_gene_mapping
Orpha_242	SOX9	1	Orphapacket_gene_mapping
Orpha_242	SRY	1	Orphapacket_gene_mapping
Orpha_242	DHH	1	Orphapacket_gene_mapping
Orpha_242	NR5A1	1	Orphapacket_gene_mapping
Orpha_242	NR0B1	1	Orphapacket_gene_mapping
Orpha_242	CBX2	1	Orphapacket_gene_mapping
Orpha_242	MAP3K1	1	Orphapacket_gene_mapping
Orpha_242	DMRT1	0.2	Orphapacket_gene_mapping
Orpha_243	NR5A1	1	Orphapacket_gene_mapping
Orpha_243	FIGLA	1	Orphapacket_gene_mapping
Orpha_243	MRPS22	1	Orphapacket_gene_mapping
Orpha_243	FSHR	1	Orphapacket_gene_mapping
Orpha_243	BMP15	1	Orphapacket_gene_mapping
Orpha_243	PSMC3IP	1	Orphapacket_gene_mapping
Orpha_243	NUP107	1	Orphapacket_gene_mapping
Orpha_243	BNC1	1	Orphapacket_gene_mapping
Orpha_243	ZSWIM7	1	Orphapacket_gene_mapping
Orpha_243	POLR3H	1	Orphapacket_gene_mapping
Orpha_243	MSH4	1	Orphapacket_gene_mapping
Orpha_243	SPIDR	1	Orphapacket_gene_mapping
Orpha_243343	DMGDH	1	Orphapacket_gene_mapping
Orpha_2438	HOXA13	1	Orphapacket_gene_mapping
Orpha_244	NME5	1	Orphapacket_gene_mapping
Orpha_244	DNAH1	1	Orphapacket_gene_mapping
Orpha_244	TTC12	1	Orphapacket_gene_mapping
Orpha_244	NEK10	1	Orphapacket_gene_mapping
Orpha_244	DNAAF6	1	Orphapacket_gene_mapping
Orpha_244	CFAP221	1	Orphapacket_gene_mapping
Orpha_244	SPEF2	1	Orphapacket_gene_mapping
Orpha_244	DNAJB13	1	Orphapacket_gene_mapping
Orpha_244	ODAD4	1	Orphapacket_gene_mapping
Orpha_244	MCIDAS	1	Orphapacket_gene_mapping
Orpha_244	GAS2L2	1	Orphapacket_gene_mapping
Orpha_244	OFD1	1	Orphapacket_gene_mapping
Orpha_244	DNAH11	1	Orphapacket_gene_mapping
Orpha_244	DNAH5	1	Orphapacket_gene_mapping
Orpha_244	DNAI1	1	Orphapacket_gene_mapping
Orpha_244	NME8	1	Orphapacket_gene_mapping
Orpha_244	DNAI2	1	Orphapacket_gene_mapping
Orpha_244	DNAAF2	1	Orphapacket_gene_mapping
Orpha_244	RSPH9	1	Orphapacket_gene_mapping
Orpha_244	RSPH4A	1	Orphapacket_gene_mapping
Orpha_244	DNAAF1	1	Orphapacket_gene_mapping
Orpha_244	CCDC39	1	Orphapacket_gene_mapping
Orpha_244	CCDC40	1	Orphapacket_gene_mapping
Orpha_244	DNAL1	1	Orphapacket_gene_mapping
Orpha_244	DNAAF3	1	Orphapacket_gene_mapping
Orpha_244	DNAAF19	1	Orphapacket_gene_mapping
Orpha_244	DNAAF5	1	Orphapacket_gene_mapping
Orpha_244	HYDIN	1	Orphapacket_gene_mapping
Orpha_244	DNAAF11	1	Orphapacket_gene_mapping
Orpha_244	ODAD1	1	Orphapacket_gene_mapping
Orpha_244	DRC1	1	Orphapacket_gene_mapping
Orpha_244	ODAD2	1	Orphapacket_gene_mapping
Orpha_244	DNAAF4	1	Orphapacket_gene_mapping
Orpha_244	RSPH1	1	Orphapacket_gene_mapping
Orpha_244	ZMYND10	1	Orphapacket_gene_mapping
Orpha_244	CFAP298	1	Orphapacket_gene_mapping
Orpha_244	DRC2	1	Orphapacket_gene_mapping
Orpha_244	SPAG1	1	Orphapacket_gene_mapping
Orpha_244	CCNO	1	Orphapacket_gene_mapping
Orpha_244	ODAD3	1	Orphapacket_gene_mapping
Orpha_244	RSPH3	1	Orphapacket_gene_mapping
Orpha_244	DRC4	1	Orphapacket_gene_mapping
Orpha_244	RPGR	1	Orphapacket_gene_mapping
Orpha_244	CFAP74	1	Orphapacket_gene_mapping
Orpha_244	STK36	1	Orphapacket_gene_mapping
Orpha_244	FOXJ1	1	Orphapacket_gene_mapping
Orpha_244	DNAH9	1	Orphapacket_gene_mapping
Orpha_244	LRRC56	1	Orphapacket_gene_mapping
Orpha_244	CFAP300	1	Orphapacket_gene_mapping
Orpha_2440	DLX6	1	Orphapacket_gene_mapping
Orpha_2440	EPS15L1	1	Orphapacket_gene_mapping
Orpha_2440	TP63	1	Orphapacket_gene_mapping
Orpha_2440	WNT10B	1	Orphapacket_gene_mapping
Orpha_2440	DLX5	1	Orphapacket_gene_mapping
Orpha_2440	FBXW4	0.2	Orphapacket_gene_mapping
Orpha_244242	HELLPAR	0.6	Orphapacket_gene_mapping
Orpha_244310	RFT1	1	Orphapacket_gene_mapping
Orpha_245	SF3B4	1	Orphapacket_gene_mapping
Orpha_246	DHODH	1	Orphapacket_gene_mapping
Orpha_2460	SCARF2	1	Orphapacket_gene_mapping
Orpha_2461	PIEZO2	1	Orphapacket_gene_mapping
Orpha_2462	SKI	1	Orphapacket_gene_mapping
Orpha_2466	L1CAM	1	Orphapacket_gene_mapping
Orpha_2470	STRA6	1	Orphapacket_gene_mapping
Orpha_2470	WNT7B	1	Orphapacket_gene_mapping
Orpha_247262	PIGV	1	Orphapacket_gene_mapping
Orpha_247262	PIGL	1	Orphapacket_gene_mapping
Orpha_247262	PIGO	1	Orphapacket_gene_mapping
Orpha_247262	PGAP2	1	Orphapacket_gene_mapping
Orpha_247262	PGAP3	1	Orphapacket_gene_mapping
Orpha_247262	PIGW	1	Orphapacket_gene_mapping
Orpha_247262	PIGY	1	Orphapacket_gene_mapping
Orpha_2473	MKKS	1	Orphapacket_gene_mapping
Orpha_247353	IL36RN	1	Orphapacket_gene_mapping
Orpha_247353	AP1S3	1	Orphapacket_gene_mapping
Orpha_247585	SLC25A13	1	Orphapacket_gene_mapping
Orpha_247598	SLC25A13	1	Orphapacket_gene_mapping
Orpha_247604	ALS2	1	Orphapacket_gene_mapping
Orpha_247604	ERLIN2	1	Orphapacket_gene_mapping
Orpha_247691	TREX1	1	Orphapacket_gene_mapping
Orpha_2477	TBC1D7	1	Orphapacket_gene_mapping
Orpha_247768	WNT4	1	Orphapacket_gene_mapping
Orpha_247798	MUTYH	1	Orphapacket_gene_mapping
Orpha_2478	MLC1	1	Orphapacket_gene_mapping
Orpha_2478	HEPACAM	1	Orphapacket_gene_mapping
Orpha_247815	PEX10	1	Orphapacket_gene_mapping
Orpha_248	EDAR	1	Orphapacket_gene_mapping
Orpha_248	EDARADD	1	Orphapacket_gene_mapping
Orpha_248	WNT10A	1	Orphapacket_gene_mapping
Orpha_248	CSTB	1	Orphapacket_gene_mapping
Orpha_248111	HTT	1	Orphapacket_gene_mapping
Orpha_2484	FLNA	1	Orphapacket_gene_mapping
Orpha_2495	SMARCB1	1	Orphapacket_gene_mapping
Orpha_2495	PDGFB	1	Orphapacket_gene_mapping
Orpha_2495	SUFU	1	Orphapacket_gene_mapping
Orpha_2495	NF2	1	Orphapacket_gene_mapping
Orpha_2495	PIK3CA	1	Orphapacket_gene_mapping
Orpha_2495	AKT1	1	Orphapacket_gene_mapping
Orpha_2495	TERT	1	Orphapacket_gene_mapping
Orpha_2495	BAP1	1	Orphapacket_gene_mapping
Orpha_2495	SMARCE1	1	Orphapacket_gene_mapping
Orpha_2495	TRAF7	1	Orphapacket_gene_mapping
Orpha_2495	SMO	1	Orphapacket_gene_mapping
Orpha_2499	PTPN11	1	Orphapacket_gene_mapping
Orpha_25	GCDH	1	Orphapacket_gene_mapping
Orpha_2500	COL3A1	1	Orphapacket_gene_mapping
Orpha_2501	MMP13	1	Orphapacket_gene_mapping
Orpha_2505	MAPRE2	1	Orphapacket_gene_mapping
Orpha_2505	TUBB	1	Orphapacket_gene_mapping
Orpha_2508	ARX	1	Orphapacket_gene_mapping
Orpha_250923	PAX6	1	Orphapacket_gene_mapping
Orpha_250923	TRIM44	1	Orphapacket_gene_mapping
Orpha_250923	FOXC1	1	Orphapacket_gene_mapping
Orpha_250972	TUBA8	1	Orphapacket_gene_mapping
Orpha_250977	ATIC	1	Orphapacket_gene_mapping
Orpha_250984	COL9A1	1	Orphapacket_gene_mapping
Orpha_250984	COL9A2	1	Orphapacket_gene_mapping
Orpha_250984	COL9A3	1	Orphapacket_gene_mapping
Orpha_250984	LOXL3	1	Orphapacket_gene_mapping
Orpha_2510	RAB3GAP1	1	Orphapacket_gene_mapping
Orpha_2510	RAB3GAP2	1	Orphapacket_gene_mapping
Orpha_2510	RAB18	1	Orphapacket_gene_mapping
Orpha_2510	TBC1D20	1	Orphapacket_gene_mapping
Orpha_251019	SATB2	0.2	Orphapacket_gene_mapping
Orpha_251028	SATB2	0.2	Orphapacket_gene_mapping
Orpha_251056	ARID1B	0.2	Orphapacket_gene_mapping
Orpha_251061	FOXP2	0.2	Orphapacket_gene_mapping
Orpha_251066	ANK1	0.2	Orphapacket_gene_mapping
Orpha_251071	GATA4	0.2	Orphapacket_gene_mapping
Orpha_2512	WARS1	1	Orphapacket_gene_mapping
Orpha_2512	SARS1	1	Orphapacket_gene_mapping
Orpha_2512	CIT	1	Orphapacket_gene_mapping
Orpha_2512	NUP37	1	Orphapacket_gene_mapping
Orpha_2512	NCAPD3	1	Orphapacket_gene_mapping
Orpha_2512	CENPE	1	Orphapacket_gene_mapping
Orpha_2512	COPB2	1	Orphapacket_gene_mapping
Orpha_2512	PDCD6IP	1	Orphapacket_gene_mapping
Orpha_2512	TRAPPC10	1	Orphapacket_gene_mapping
Orpha_2512	MCM7	1	Orphapacket_gene_mapping
Orpha_2512	METTL5	1	Orphapacket_gene_mapping
Orpha_2512	TRAPPC14	1	Orphapacket_gene_mapping
Orpha_2512	KIF14	1	Orphapacket_gene_mapping
Orpha_2512	TAF13	1	Orphapacket_gene_mapping
Orpha_2512	PYCR2	1	Orphapacket_gene_mapping
Orpha_2512	CDK5RAP2	1	Orphapacket_gene_mapping
Orpha_2512	CPAP	1	Orphapacket_gene_mapping
Orpha_2512	ASPM	1	Orphapacket_gene_mapping
Orpha_2512	MCPH1	1	Orphapacket_gene_mapping
Orpha_2512	STIL	1	Orphapacket_gene_mapping
Orpha_2512	WDR62	1	Orphapacket_gene_mapping
Orpha_2512	CEP152	1	Orphapacket_gene_mapping
Orpha_2512	CEP63	1	Orphapacket_gene_mapping
Orpha_2512	CEP135	1	Orphapacket_gene_mapping
Orpha_2512	KNL1	1	Orphapacket_gene_mapping
Orpha_2512	PHC1	1	Orphapacket_gene_mapping
Orpha_2512	CDK6	1	Orphapacket_gene_mapping
Orpha_2512	SASS6	1	Orphapacket_gene_mapping
Orpha_2512	MFSD2A	1	Orphapacket_gene_mapping
Orpha_2512	ANKLE2	1	Orphapacket_gene_mapping
Orpha_251274	KCNJ5	1	Orphapacket_gene_mapping
Orpha_251282	VAMP1	1	Orphapacket_gene_mapping
Orpha_251347	MRE11	1	Orphapacket_gene_mapping
Orpha_251380	HBB	1	Orphapacket_gene_mapping
Orpha_251380	HBG1	1	Orphapacket_gene_mapping
Orpha_251380	HBG2	1	Orphapacket_gene_mapping
Orpha_251380	KLF1	1	Orphapacket_gene_mapping
Orpha_251383	NSDHL	1	Orphapacket_gene_mapping
Orpha_251393	COL17A1	1	Orphapacket_gene_mapping
Orpha_251393	ITGB4	1	Orphapacket_gene_mapping
Orpha_2514	DPP6	1	Orphapacket_gene_mapping
Orpha_2514	LMNB1	1	Orphapacket_gene_mapping
Orpha_251510	DHX37	1	Orphapacket_gene_mapping
Orpha_251510	SOX9	1	Orphapacket_gene_mapping
Orpha_251510	SRY	1	Orphapacket_gene_mapping
Orpha_251510	WWOX	1	Orphapacket_gene_mapping
Orpha_251510	ZFPM2	1	Orphapacket_gene_mapping
Orpha_251510	GATA4	1	Orphapacket_gene_mapping
Orpha_251510	NR0B1	0.2	Orphapacket_gene_mapping
Orpha_251510	NR5A1	1	Orphapacket_gene_mapping
Orpha_251510	MAP3K1	1	Orphapacket_gene_mapping
Orpha_251510	VAMP7	0.2	Orphapacket_gene_mapping
Orpha_251636	ZFTA	0.2	Orphapacket_gene_mapping
Orpha_2518	PLK4	1	Orphapacket_gene_mapping
Orpha_2518	TUBGCP6	1	Orphapacket_gene_mapping
Orpha_2518	TUBGCP4	1	Orphapacket_gene_mapping
Orpha_2524	TSEN15	1	Orphapacket_gene_mapping
Orpha_2524	TSEN54	1	Orphapacket_gene_mapping
Orpha_2524	TSEN34	1	Orphapacket_gene_mapping
Orpha_2524	TSEN2	1	Orphapacket_gene_mapping
Orpha_2524	SEPSECS	1	Orphapacket_gene_mapping
Orpha_2526	KIF11	1	Orphapacket_gene_mapping
Orpha_254343	MTPAP	1	Orphapacket_gene_mapping
Orpha_254361	PLEC	1	Orphapacket_gene_mapping
Orpha_254525	MEG3	0.2	Orphapacket_gene_mapping
Orpha_254525	DLK1	0.2	Orphapacket_gene_mapping
Orpha_254525	RTL1	0.2	Orphapacket_gene_mapping
Orpha_254528	RTL1	0.2	Orphapacket_gene_mapping
Orpha_254528	MEG3	0.2	Orphapacket_gene_mapping
Orpha_254528	DLK1	0.2	Orphapacket_gene_mapping
Orpha_254531	RTL1	0.2	Orphapacket_gene_mapping
Orpha_254531	MEG3	0.2	Orphapacket_gene_mapping
Orpha_254531	DLK1	0.2	Orphapacket_gene_mapping
Orpha_254534	DLK1	0.2	Orphapacket_gene_mapping
Orpha_254534	MEG3	0.2	Orphapacket_gene_mapping
Orpha_254534	RTL1	0.2	Orphapacket_gene_mapping
Orpha_254704	FTL	1	Orphapacket_gene_mapping
Orpha_254864	TRMU	1	Orphapacket_gene_mapping
Orpha_254864	MT-TE	1	Orphapacket_gene_mapping
Orpha_254875	TK2	1	Orphapacket_gene_mapping
Orpha_254881	POLG	1	Orphapacket_gene_mapping
Orpha_254886	POLG	1	Orphapacket_gene_mapping
Orpha_254886	TK2	1	Orphapacket_gene_mapping
Orpha_254892	POLG	1	Orphapacket_gene_mapping
Orpha_254892	POLG2	1	Orphapacket_gene_mapping
Orpha_254892	SLC25A4	1	Orphapacket_gene_mapping
Orpha_254892	TWNK	1	Orphapacket_gene_mapping
Orpha_254892	RRM2B	1	Orphapacket_gene_mapping
Orpha_254913	MT-ATP6	1	Orphapacket_gene_mapping
Orpha_254913	ATP5MK	1	Orphapacket_gene_mapping
Orpha_254913	MT-ATP8	1	Orphapacket_gene_mapping
Orpha_254913	ATPAF2	1	Orphapacket_gene_mapping
Orpha_254913	ATP5F1E	1	Orphapacket_gene_mapping
Orpha_254913	ATP5F1A	1	Orphapacket_gene_mapping
Orpha_254913	ATP5F1D	1	Orphapacket_gene_mapping
Orpha_254930	MTRFR	1	Orphapacket_gene_mapping
Orpha_255138	PDHB	1	Orphapacket_gene_mapping
Orpha_255182	PDHX	1	Orphapacket_gene_mapping
Orpha_255210	MT-ATP6	1	Orphapacket_gene_mapping
Orpha_255210	MT-ND1	1	Orphapacket_gene_mapping
Orpha_255210	MT-ND2	1	Orphapacket_gene_mapping
Orpha_255210	MT-ND3	1	Orphapacket_gene_mapping
Orpha_255210	MT-ND4	1	Orphapacket_gene_mapping
