gene_symbol	panel_id	panel_name
LYST	402	Hypotonic infant
LYST	478	Infantile nystagmus
LYST	486	Intellectual disability
LYST	490	Paediatric disorders
LYST	496	Parkinson Disease and Complex Parkinsonism
LYST	511	Primary immunodeficiency or monogenic inflammatory bowel disease
LYST	568	Unexplained death in infancy and sudden unexplained death in childhood
LYST	1220	Vici Syndrome and other autophagy disorders
MPV17	85	Childhood onset dystonia, chorea or related movement disorder
MPV17	126	Childhood onset leukodystrophy
MPV17	192	Early onset dystonia
MPV17	285	Fetal anomalies
MPV17	288	Hereditary neuropathy
MPV17	385	Hypotonic infant
MPV17	478	Intellectual disability
MPV17	486	Mitochondrial liver disease, including transient infantile liver failure
MPV17	490	Monogenic hearing loss
MPV17	496	Neonatal cholestasis
MPV17	532	Paediatric disorders
MPV17	847	Paediatric pseudo-obstruction syndrome
MPV17	1217	Pain syndromes
MPV17	1220	Unexplained death in infancy and sudden unexplained death in childhood
ATM	20	Childhood onset dystonia, chorea or related movement disorder
ATM	85	Childhood onset leukodystrophy
ATM	155	Childhood solid tumours
ATM	192	Early onset dystonia
ATM	243	Fetal anomalies
ATM	285	Hereditary ataxia
ATM	398	Hereditary ataxia and cerebellar anomalies - childhood onset
ATM	478	Hereditary neuropathy
ATM	486	Hypotonic infant
ATM	488	Intellectual disability
ATM	490	Paediatric disorders
ATM	496	Primary immunodeficiency or monogenic inflammatory bowel disease
ATM	847	Primary ovarian insufficiency
KCNA1	20	Brain channelopathy
KCNA1	85	Childhood onset dystonia, chorea or related movement disorder
KCNA1	90	Childhood onset leukodystrophy
KCNA1	229	Early onset or syndromic epilepsy
KCNA1	285	Hereditary ataxia
KCNA1	402	Hereditary ataxia and cerebellar anomalies - childhood onset
KCNA1	486	Hereditary neuropathy
KCNA1	488	Hypotonic infant
KCNA1	490	Intellectual disability
KCNA1	496	Paediatric disorders
KCNA1	678	Skeletal Muscle Channelopathies
KCNA1	847	Unexplained death in infancy and sudden unexplained death in childhood
KCNA1	1220	Unexplained young onset end-stage renal disease
KIF7	101	Childhood onset dystonia, chorea or related movement disorder
KIF7	150	Childhood onset leukodystrophy
KIF7	156	Fetal anomalies
KIF7	249	Glaucoma (developmental)
KIF7	285	Hereditary ataxia and cerebellar anomalies - childhood onset
KIF7	307	Hypotonic infant
KIF7	478	Intellectual disability
KIF7	486	Paediatric disorders
KIF7	488	Rare multisystem ciliopathy disorders
KIF7	490	Retinal disorders
KIF7	496	Unexplained kidney failure in young people
KIF7	678	Unexplained young onset end-stage renal disease
KIF7	847	VACTERL-like phenotypes
OTX2	31	Bilateral congenital or childhood onset cataracts
OTX2	126	Childhood onset leukodystrophy
OTX2	230	Congenital hypothyroidism
OTX2	249	Deafness and congenital structural abnormalities
OTX2	251	Early onset or syndromic epilepsy
OTX2	285	Fetal anomalies
OTX2	307	Glaucoma (developmental)
OTX2	402	Hypotonic infant
OTX2	478	Intellectual disability
OTX2	486	Monogenic hearing loss
OTX2	490	Paediatric disorders
OTX2	496	Retinal disorders
OTX2	1220	Unexplained death in infancy and sudden unexplained death in childhood
SUCLA2	42	Childhood onset dystonia, chorea or related movement disorder
SUCLA2	85	Childhood onset leukodystrophy
SUCLA2	180	Early onset dystonia
SUCLA2	192	Early onset or syndromic epilepsy
SUCLA2	285	Fetal anomalies
SUCLA2	402	Hereditary neuropathy
SUCLA2	478	Hypotonic infant
SUCLA2	486	Inherited white matter disorders
SUCLA2	490	Intellectual disability
SUCLA2	496	Paediatric disorders
SUCLA2	847	Paediatric pseudo-obstruction syndrome
SUCLA2	1217	Structural basal ganglia disorders
SUCLA2	1220	Unexplained death in infancy and sudden unexplained death in childhood
WDPCP	130	Childhood onset dystonia, chorea or related movement disorder
WDPCP	150	Childhood onset leukodystrophy
WDPCP	156	Fetal anomalies
WDPCP	249	Glaucoma (developmental)
WDPCP	253	Hypotonic infant
WDPCP	285	Intellectual disability
WDPCP	307	Non-syndromic familial congenital anorectal malformations
WDPCP	478	Paediatric disorders
WDPCP	486	Rare multisystem ciliopathy disorders
WDPCP	490	Retinal disorders
WDPCP	496	Severe early-onset obesity
WDPCP	678	Unexplained kidney failure in young people
WDPCP	847	Unexplained young onset end-stage renal disease
C5ORF42	150	Childhood onset dystonia, chorea or related movement disorder
C5ORF42	156	Childhood onset leukodystrophy
C5ORF42	249	Fetal anomalies
C5ORF42	285	Glaucoma (developmental)
C5ORF42	307	Hereditary ataxia and cerebellar anomalies - childhood onset
C5ORF42	478	Hypotonic infant
C5ORF42	486	Intellectual disability
C5ORF42	488	Paediatric disorders
C5ORF42	490	Rare multisystem ciliopathy disorders
C5ORF42	496	Retinal disorders
C5ORF42	678	Unexplained kidney failure in young people
C5ORF42	847	Unexplained young onset end-stage renal disease
CBL	48	Childhood onset leukodystrophy
CBL	144	Childhood solid tumours
CBL	159	Cytopenias and congenital anaemias
CBL	243	Early onset or syndromic epilepsy
CBL	285	Fetal anomalies
CBL	402	Fetal hydrops
CBL	478	Hypotonic infant
CBL	486	Intellectual disability
CBL	490	Paediatric disorders
CBL	496	Paediatric or syndromic cardiomyopathy
CBL	749	RASopathies
CBL	1220	Unexplained death in infancy and sudden unexplained death in childhood
CEP41	150	Childhood onset dystonia, chorea or related movement disorder
CEP41	156	Childhood onset leukodystrophy
CEP41	249	Fetal anomalies
CEP41	285	Glaucoma (developmental)
CEP41	307	Hereditary ataxia and cerebellar anomalies - childhood onset
CEP41	478	Hypotonic infant
CEP41	486	Intellectual disability
CEP41	488	Paediatric disorders
CEP41	490	Rare multisystem ciliopathy disorders
CEP41	496	Retinal disorders
CEP41	678	Unexplained kidney failure in young people
CEP41	847	Unexplained young onset end-stage renal disease
CLN6	20	Childhood onset dystonia, chorea or related movement disorder
CLN6	249	Childhood onset leukodystrophy
CLN6	285	Early onset or syndromic epilepsy
CLN6	307	Fetal anomalies
CLN6	402	Glaucoma (developmental)
CLN6	478	Hereditary ataxia
CLN6	486	Hereditary ataxia and cerebellar anomalies - childhood onset
CLN6	488	Hypotonic infant
CLN6	490	Intellectual disability
CLN6	496	Paediatric disorders
CLN6	847	Retinal disorders
CLN6	1220	Unexplained death in infancy and sudden unexplained death in childhood
COASY	39	Cerebellar hypoplasia
COASY	180	Childhood onset dystonia, chorea or related movement disorder
COASY	192	Childhood onset leukodystrophy
COASY	285	Early onset dystonia
COASY	286	Fetal anomalies
COASY	478	Hereditary ataxia and cerebellar anomalies - childhood onset
COASY	486	Hypotonic infant
COASY	488	Intellectual disability
COASY	490	Paediatric disorders
COASY	496	Parkinson Disease and Complex Parkinsonism
COASY	847	Structural basal ganglia disorders
COASY	1220	Unexplained death in infancy and sudden unexplained death in childhood
CYP2U1	20	Childhood onset dystonia, chorea or related movement disorder
CYP2U1	165	Childhood onset hereditary spastic paraplegia
CYP2U1	285	Childhood onset leukodystrophy
CYP2U1	307	Fetal anomalies
CYP2U1	315	Hereditary ataxia
CYP2U1	478	Hereditary ataxia and cerebellar anomalies - childhood onset
CYP2U1	486	Hereditary spastic paraplegia
CYP2U1	488	Hypotonic infant
CYP2U1	490	Intellectual disability
CYP2U1	496	Intracerebral calcification disorders
CYP2U1	568	Paediatric disorders
CYP2U1	847	Retinal disorders
DMD	61	Childhood onset leukodystrophy
DMD	85	Congenital muscular dystrophy
DMD	126	Fetal anomalies
DMD	207	Gastrointestinal neuromuscular disorders
DMD	285	Hereditary neuropathy
DMD	307	Hypotonic infant
DMD	478	Intellectual disability
DMD	486	Monogenic hearing loss
DMD	490	Paediatric disorders
DMD	496	Paediatric or syndromic cardiomyopathy
DMD	749	Retinal disorders
DMD	1220	Unexplained death in infancy and sudden unexplained death in childhood
HNF1B	150	CAKUT
HNF1B	156	Childhood onset dystonia, chorea or related movement disorder
HNF1B	234	Childhood onset leukodystrophy
HNF1B	285	Fetal anomalies
HNF1B	293	Hypotonic infant
HNF1B	385	Intellectual disability
HNF1B	478	Neonatal cholestasis
HNF1B	486	Neonatal diabetes
HNF1B	490	Paediatric disorders
HNF1B	496	Rare multisystem ciliopathy disorders
HNF1B	678	Unexplained kidney failure in young people
HNF1B	847	Unexplained young onset end-stage renal disease
LAMP2	85	Childhood onset dystonia, chorea or related movement disorder
LAMP2	222	Childhood onset leukodystrophy
LAMP2	225	Congenital myopathy
LAMP2	285	Fetal anomalies
LAMP2	307	Hereditary neuropathy
LAMP2	478	Hypotonic infant
LAMP2	486	Intellectual disability
LAMP2	490	Paediatric disorders
LAMP2	496	Paediatric or syndromic cardiomyopathy
LAMP2	749	Retinal disorders
LAMP2	847	Unexplained death in infancy and sudden unexplained death in childhood
LAMP2	1220	Vici Syndrome and other autophagy disorders
PRRT2	20	Brain channelopathy
PRRT2	90	Childhood onset dystonia, chorea or related movement disorder
PRRT2	192	Childhood onset leukodystrophy
PRRT2	285	Early onset dystonia
PRRT2	402	Early onset or syndromic epilepsy
PRRT2	478	Fetal anomalies
PRRT2	486	Hereditary ataxia
PRRT2	488	Hereditary ataxia and cerebellar anomalies - childhood onset
PRRT2	490	Hypotonic infant
PRRT2	496	Intellectual disability
PRRT2	847	Paediatric disorders
PRRT2	1220	Unexplained death in infancy and sudden unexplained death in childhood
TCTN3	150	Childhood onset dystonia, chorea or related movement disorder
TCTN3	156	Childhood onset leukodystrophy
TCTN3	249	Fetal anomalies
TCTN3	285	Glaucoma (developmental)
TCTN3	307	Hereditary ataxia and cerebellar anomalies - childhood onset
TCTN3	478	Hypotonic infant
TCTN3	486	Intellectual disability
TCTN3	488	Paediatric disorders
TCTN3	490	Rare multisystem ciliopathy disorders
TCTN3	496	Retinal disorders
TCTN3	678	Unexplained kidney failure in young people
TCTN3	847	Unexplained young onset end-stage renal disease
VPS33B	156	CAKUT
VPS33B	225	Childhood onset dystonia, chorea or related movement disorder
VPS33B	234	Childhood onset leukodystrophy
VPS33B	285	Congenital myopathy
VPS33B	385	Fetal anomalies
VPS33B	478	Hypotonic infant
VPS33B	486	Intellectual disability
VPS33B	490	Neonatal cholestasis
VPS33B	496	Paediatric disorders
VPS33B	678	Unexplained death in infancy and sudden unexplained death in childhood
VPS33B	847	Unexplained kidney failure in young people
VPS33B	1220	Unexplained young onset end-stage renal disease
ZFYVE26	20	Childhood onset hereditary spastic paraplegia
ZFYVE26	42	Childhood onset leukodystrophy
ZFYVE26	85	Fetal anomalies
ZFYVE26	165	Hereditary ataxia
ZFYVE26	285	Hereditary ataxia and cerebellar anomalies - childhood onset
ZFYVE26	307	Hereditary neuropathy
ZFYVE26	478	Hereditary spastic paraplegia
ZFYVE26	486	Hypotonic infant
ZFYVE26	488	Inherited white matter disorders
ZFYVE26	490	Intellectual disability
ZFYVE26	496	Paediatric disorders
ZFYVE26	568	Retinal disorders
AIFM1	85	Childhood onset dystonia, chorea or related movement disorder
AIFM1	126	Childhood onset leukodystrophy
AIFM1	180	Fetal anomalies
AIFM1	285	Hereditary neuropathy
AIFM1	478	Hypotonic infant
AIFM1	486	Intellectual disability
AIFM1	490	Monogenic hearing loss
AIFM1	496	Paediatric disorders
AIFM1	749	Paediatric or syndromic cardiomyopathy
AIFM1	847	Structural basal ganglia disorders
AIFM1	1220	Unexplained death in infancy and sudden unexplained death in childhood
ARG1	165	Childhood onset dystonia, chorea or related movement disorder
ARG1	285	Childhood onset hereditary spastic paraplegia
ARG1	385	Childhood onset leukodystrophy
ARG1	402	Early onset or syndromic epilepsy
ARG1	478	Fetal anomalies
ARG1	486	Hereditary spastic paraplegia
ARG1	490	Hypotonic infant
ARG1	496	Intellectual disability
ARG1	568	Neonatal cholestasis
ARG1	847	Paediatric disorders
ARG1	1220	Unexplained death in infancy and sudden unexplained death in childhood
ATP7A	42	Childhood onset dystonia, chorea or related movement disorder
ATP7A	79	Childhood onset leukodystrophy
ATP7A	85	Early onset or syndromic epilepsy
ATP7A	285	Fetal anomalies
ATP7A	402	Hereditary neuropathy
ATP7A	478	Hypotonic infant
ATP7A	486	Inherited white matter disorders
ATP7A	490	Intellectual disability
ATP7A	496	Paediatric disorders
ATP7A	847	Paediatric motor neuronopathies
ATP7A	1220	Unexplained death in infancy and sudden unexplained death in childhood
CLN3	39	Childhood onset dystonia, chorea or related movement disorder
CLN3	249	Childhood onset leukodystrophy
CLN3	285	Early onset or syndromic epilepsy
CLN3	307	Fetal anomalies
CLN3	402	Glaucoma (developmental)
CLN3	478	Hypotonic infant
CLN3	486	Intellectual disability
CLN3	490	Paediatric disorders
CLN3	496	Parkinson Disease and Complex Parkinsonism
CLN3	847	Retinal disorders
CLN3	1220	Unexplained death in infancy and sudden unexplained death in childhood
CLN5	249	Childhood onset dystonia, chorea or related movement disorder
CLN5	285	Childhood onset leukodystrophy
CLN5	307	Early onset or syndromic epilepsy
CLN5	402	Fetal anomalies
CLN5	478	Glaucoma (developmental)
CLN5	486	Hereditary ataxia and cerebellar anomalies - childhood onset
CLN5	488	Hypotonic infant
CLN5	490	Intellectual disability
CLN5	496	Paediatric disorders
CLN5	847	Retinal disorders
CLN5	1220	Unexplained death in infancy and sudden unexplained death in childhood
COQ8A	20	Childhood onset dystonia, chorea or related movement disorder
COQ8A	42	Childhood onset leukodystrophy
COQ8A	85	Fetal anomalies
COQ8A	285	Hereditary ataxia
COQ8A	478	Hereditary ataxia and cerebellar anomalies - childhood onset
COQ8A	486	Hereditary neuropathy
COQ8A	488	Hypotonic infant
COQ8A	490	Inherited white matter disorders
COQ8A	496	Intellectual disability
COQ8A	847	Paediatric disorders
COQ8A	1220	Unexplained death in infancy and sudden unexplained death in childhood
CP	20	Childhood onset dystonia, chorea or related movement disorder
CP	39	Childhood onset leukodystrophy
CP	180	Early onset dystonia
CP	192	Hereditary ataxia
CP	285	Hereditary ataxia and cerebellar anomalies - childhood onset
CP	486	Hypotonic infant
CP	488	Intellectual disability
CP	490	Paediatric disorders
CP	496	Parkinson Disease and Complex Parkinsonism
CP	847	Structural basal ganglia disorders
CP	1220	Unexplained death in infancy and sudden unexplained death in childhood
DHFR	156	Childhood onset dystonia, chorea or related movement disorder
DHFR	159	Childhood onset leukodystrophy
DHFR	219	Cytopenias and congenital anaemias
DHFR	285	Fetal anomalies
DHFR	478	Hypotonic infant
DHFR	486	Intellectual disability
DHFR	490	Neurotransmitter disorders
DHFR	496	Paediatric disorders
DHFR	678	Unexplained death in infancy and sudden unexplained death in childhood
DHFR	847	Unexplained kidney failure in young people
DHFR	1220	Unexplained young onset end-stage renal disease
FAH	85	Childhood onset dystonia, chorea or related movement disorder
FAH	285	Childhood onset leukodystrophy
FAH	385	Fetal anomalies
FAH	478	Hereditary neuropathy
FAH	486	Hypotonic infant
FAH	490	Intellectual disability
FAH	496	Neonatal cholestasis
FAH	678	Paediatric disorders
FAH	749	Paediatric or syndromic cardiomyopathy
FAH	847	Unexplained death in infancy and sudden unexplained death in childhood
FAH	1220	Unexplained young onset end-stage renal disease
KCNQ2	90	Brain channelopathy
KCNQ2	192	Childhood onset dystonia, chorea or related movement disorder
KCNQ2	229	Childhood onset leukodystrophy
KCNQ2	285	Early onset dystonia
KCNQ2	402	Early onset or syndromic epilepsy
KCNQ2	478	Fetal anomalies
KCNQ2	486	Hypotonic infant
KCNQ2	490	Intellectual disability
KCNQ2	496	Paediatric disorders
KCNQ2	847	Skeletal Muscle Channelopathies
KCNQ2	1220	Unexplained death in infancy and sudden unexplained death in childhood
L1CAM	61	Cerebellar hypoplasia
L1CAM	85	Childhood onset hereditary spastic paraplegia
L1CAM	165	Childhood onset leukodystrophy
L1CAM	285	Fetal anomalies
L1CAM	286	Gastrointestinal neuromuscular disorders
L1CAM	478	Hereditary neuropathy
L1CAM	486	Hereditary spastic paraplegia
L1CAM	490	Hypotonic infant
L1CAM	496	Intellectual disability
L1CAM	568	Paediatric disorders
L1CAM	1217	Paediatric pseudo-obstruction syndrome
MFSD8	249	Childhood onset dystonia, chorea or related movement disorder
MFSD8	285	Childhood onset leukodystrophy
MFSD8	307	Early onset or syndromic epilepsy
MFSD8	402	Fetal anomalies
MFSD8	478	Glaucoma (developmental)
MFSD8	486	Hereditary ataxia and cerebellar anomalies - childhood onset
MFSD8	488	Hypotonic infant
MFSD8	490	Intellectual disability
MFSD8	496	Paediatric disorders
MFSD8	847	Retinal disorders
MFSD8	1220	Unexplained death in infancy and sudden unexplained death in childhood
NDUFS1	42	Childhood onset dystonia, chorea or related movement disorder
NDUFS1	285	Childhood onset leukodystrophy
NDUFS1	402	Early onset or syndromic epilepsy
NDUFS1	478	Fetal anomalies
NDUFS1	486	Hypotonic infant
NDUFS1	490	Inherited white matter disorders
NDUFS1	496	Intellectual disability
NDUFS1	749	Paediatric disorders
NDUFS1	847	Paediatric or syndromic cardiomyopathy
NDUFS1	1217	Paediatric pseudo-obstruction syndrome
NDUFS1	1220	Unexplained death in infancy and sudden unexplained death in childhood
NDUFS7	42	Childhood onset dystonia, chorea or related movement disorder
NDUFS7	180	Childhood onset leukodystrophy
NDUFS7	285	Early onset or syndromic epilepsy
NDUFS7	402	Fetal anomalies
NDUFS7	478	Hypotonic infant
NDUFS7	486	Inherited white matter disorders
NDUFS7	490	Intellectual disability
NDUFS7	496	Paediatric disorders
NDUFS7	749	Paediatric or syndromic cardiomyopathy
NDUFS7	847	Structural basal ganglia disorders
NDUFS7	1220	Unexplained death in infancy and sudden unexplained death in childhood
NEU1	126	Childhood onset dystonia, chorea or related movement disorder
NEU1	144	Childhood onset leukodystrophy
NEU1	285	Fetal anomalies
NEU1	478	Fetal hydrops
NEU1	486	Hereditary ataxia and cerebellar anomalies - childhood onset
NEU1	488	Hypotonic infant
NEU1	490	Intellectual disability
NEU1	496	Monogenic hearing loss
NEU1	678	Paediatric disorders
NEU1	847	Unexplained death in infancy and sudden unexplained death in childhood
NEU1	1220	Unexplained young onset end-stage renal disease
NKX2-1	31	Brain channelopathy
NKX2-1	90	Childhood interstitial lung disease
NKX2-1	285	Childhood onset dystonia, chorea or related movement disorder
NKX2-1	478	Childhood onset leukodystrophy
NKX2-1	486	Congenital hypothyroidism
NKX2-1	488	Fetal anomalies
NKX2-1	490	Hereditary ataxia and cerebellar anomalies - childhood onset
NKX2-1	496	Hypotonic infant
NKX2-1	847	Intellectual disability
NKX2-1	1217	Paediatric disorders
NKX2-1	1638	Paediatric pseudo-obstruction syndrome
NOTCH3	42	Childhood onset hereditary spastic paraplegia
NOTCH3	243	Childhood onset leukodystrophy
NOTCH3	265	Childhood solid tumours
NOTCH3	285	Early onset dementia (encompassing fronto-temporal dementia and prion disease)
NOTCH3	402	Early onset or syndromic epilepsy
NOTCH3	478	Fetal anomalies
NOTCH3	486	Hypotonic infant
NOTCH3	490	Inherited white matter disorders
NOTCH3	496	Intellectual disability
NOTCH3	568	Paediatric disorders
NOTCH3	1220	Unexplained death in infancy and sudden unexplained death in childhood
OPA1	85	Childhood onset dystonia, chorea or related movement disorder
OPA1	126	Childhood onset leukodystrophy
OPA1	249	Glaucoma (developmental)
OPA1	285	Hereditary ataxia and cerebellar anomalies - childhood onset
OPA1	307	Hereditary neuropathy
OPA1	486	Hypotonic infant
OPA1	488	Intellectual disability
OPA1	490	Monogenic hearing loss
OPA1	496	Paediatric disorders
OPA1	847	Retinal disorders
OPA1	1220	Unexplained death in infancy and sudden unexplained death in childhood
PEX11B	144	Bilateral congenital or childhood onset cataracts
PEX11B	159	Childhood onset dystonia, chorea or related movement disorder
PEX11B	230	Childhood onset leukodystrophy
PEX11B	285	Cytopenias and congenital anaemias
PEX11B	385	Fetal anomalies
PEX11B	478	Fetal hydrops
PEX11B	486	Hypotonic infant
PEX11B	490	Intellectual disability
PEX11B	496	Neonatal cholestasis
PEX11B	847	Paediatric disorders
PEX11B	1220	Unexplained death in infancy and sudden unexplained death in childhood
POMK	25	Bilateral congenital or childhood onset cataracts
POMK	207	Cerebellar hypoplasia
POMK	230	Childhood onset leukodystrophy
POMK	285	Congenital disorders of glycosylation
POMK	286	Congenital muscular dystrophy
POMK	478	Fetal anomalies
POMK	486	Hereditary ataxia and cerebellar anomalies - childhood onset
POMK	488	Hypotonic infant
POMK	490	Intellectual disability
POMK	496	Paediatric disorders
POMK	1220	Unexplained death in infancy and sudden unexplained death in childhood
PTF1A	285	Cerebellar hypoplasia
PTF1A	286	Childhood onset dystonia, chorea or related movement disorder
PTF1A	293	Childhood onset leukodystrophy
PTF1A	402	Early onset or syndromic epilepsy
PTF1A	478	Fetal anomalies
PTF1A	486	Hereditary ataxia and cerebellar anomalies - childhood onset
PTF1A	488	Hypotonic infant
PTF1A	490	Intellectual disability
PTF1A	496	Neonatal diabetes
PTF1A	847	Paediatric disorders
PTF1A	1220	Unexplained death in infancy and sudden unexplained death in childhood
SEC23B	25	Childhood onset dystonia, chorea or related movement disorder
SEC23B	144	Childhood onset leukodystrophy
SEC23B	159	Congenital disorders of glycosylation
SEC23B	285	Cytopenias and congenital anaemias
SEC23B	478	Fetal anomalies
SEC23B	486	Fetal hydrops
SEC23B	488	Hereditary ataxia and cerebellar anomalies - childhood onset
SEC23B	490	Hypotonic infant
SEC23B	496	Intellectual disability
SEC23B	847	Paediatric disorders
SEC23B	1220	Unexplained death in infancy and sudden unexplained death in childhood
SLC25A46	85	Childhood onset dystonia, chorea or related movement disorder
SLC25A46	165	Childhood onset hereditary spastic paraplegia
SLC25A46	307	Childhood onset leukodystrophy
SLC25A46	478	Fetal anomalies
SLC25A46	486	Hereditary ataxia and cerebellar anomalies - childhood onset
SLC25A46	488	Hereditary neuropathy
SLC25A46	490	Hereditary spastic paraplegia
SLC25A46	496	Hypotonic infant
SLC25A46	568	Paediatric disorders
SLC25A46	847	Retinal disorders
SLC25A46	1220	Unexplained death in infancy and sudden unexplained death in childhood
SLC52A3	79	Amyotrophic lateral sclerosis/motor neuron disease
SLC52A3	85	Childhood onset dystonia, chorea or related movement disorder
SLC52A3	126	Childhood onset leukodystrophy
SLC52A3	263	Fetal anomalies
SLC52A3	285	Hereditary neuropathy
SLC52A3	478	Hypotonic infant
SLC52A3	486	Intellectual disability
SLC52A3	490	Monogenic hearing loss
SLC52A3	496	Paediatric disorders
SLC52A3	847	Paediatric motor neuronopathies
SLC52A3	1220	Unexplained death in infancy and sudden unexplained death in childhood
ST3GAL5	25	Childhood onset dystonia, chorea or related movement disorder
ST3GAL5	126	Childhood onset leukodystrophy
ST3GAL5	285	Congenital disorders of glycosylation
ST3GAL5	402	Early onset or syndromic epilepsy
ST3GAL5	478	Fetal anomalies
ST3GAL5	486	Hereditary ataxia and cerebellar anomalies - childhood onset
ST3GAL5	488	Hypotonic infant
ST3GAL5	490	Intellectual disability
ST3GAL5	496	Monogenic hearing loss
ST3GAL5	847	Paediatric disorders
ST3GAL5	1220	Unexplained death in infancy and sudden unexplained death in childhood
TCTN2	150	Childhood onset dystonia, chorea or related movement disorder
TCTN2	249	Childhood onset leukodystrophy
TCTN2	285	Fetal anomalies
TCTN2	307	Glaucoma (developmental)
TCTN2	478	Hereditary ataxia and cerebellar anomalies - childhood onset
TCTN2	486	Hypotonic infant
TCTN2	488	Intellectual disability
TCTN2	490	Paediatric disorders
TCTN2	496	Rare multisystem ciliopathy disorders
TCTN2	678	Retinal disorders
TCTN2	847	Unexplained young onset end-stage renal disease
TMEM70	61	Bilateral congenital or childhood onset cataracts
TMEM70	230	Childhood onset dystonia, chorea or related movement disorder
TMEM70	285	Childhood onset leukodystrophy
TMEM70	402	Early onset or syndromic epilepsy
TMEM70	478	Fetal anomalies
TMEM70	486	Gastrointestinal neuromuscular disorders
TMEM70	490	Hypotonic infant
TMEM70	496	Intellectual disability
TMEM70	749	Paediatric disorders
TMEM70	847	Paediatric or syndromic cardiomyopathy
TMEM70	1220	Unexplained death in infancy and sudden unexplained death in childhood
TSEN2	20	Cerebellar hypoplasia
TSEN2	285	Childhood onset dystonia, chorea or related movement disorder
TSEN2	286	Childhood onset leukodystrophy
TSEN2	402	Early onset or syndromic epilepsy
TSEN2	478	Fetal anomalies
TSEN2	486	Hereditary ataxia
TSEN2	488	Hereditary ataxia and cerebellar anomalies - childhood onset
TSEN2	490	Hypotonic infant
TSEN2	496	Intellectual disability
TSEN2	847	Paediatric disorders
TSEN2	1220	Unexplained death in infancy and sudden unexplained death in childhood
VIPAS39	156	CAKUT
VIPAS39	234	Childhood onset dystonia, chorea or related movement disorder
VIPAS39	285	Childhood onset leukodystrophy
VIPAS39	385	Fetal anomalies
VIPAS39	478	Hypotonic infant
VIPAS39	486	Intellectual disability
VIPAS39	490	Neonatal cholestasis
VIPAS39	496	Paediatric disorders
VIPAS39	678	Unexplained death in infancy and sudden unexplained death in childhood
VIPAS39	847	Unexplained kidney failure in young people
VIPAS39	1220	Unexplained young onset end-stage renal disease
VLDLR	20	Cerebellar hypoplasia
VLDLR	285	Childhood onset dystonia, chorea or related movement disorder
VLDLR	286	Childhood onset leukodystrophy
VLDLR	402	Early onset or syndromic epilepsy
VLDLR	478	Fetal anomalies
VLDLR	486	Hereditary ataxia
VLDLR	488	Hereditary ataxia and cerebellar anomalies - childhood onset
VLDLR	490	Hypotonic infant
VLDLR	496	Intellectual disability
VLDLR	847	Paediatric disorders
VLDLR	1220	Unexplained death in infancy and sudden unexplained death in childhood
AARS2	42	Childhood onset dystonia, chorea or related movement disorder
AARS2	155	Childhood onset leukodystrophy
AARS2	402	Early onset or syndromic epilepsy
AARS2	478	Fetal anomalies
AARS2	486	Hypotonic infant
AARS2	490	Inherited white matter disorders
AARS2	496	Paediatric disorders
AARS2	749	Paediatric or syndromic cardiomyopathy
AARS2	847	Primary ovarian insufficiency
AARS2	1220	Unexplained death in infancy and sudden unexplained death in childhood
ALDH5A1	219	Childhood onset dystonia, chorea or related movement disorder
ALDH5A1	285	Childhood onset leukodystrophy
ALDH5A1	402	Early onset or syndromic epilepsy
ALDH5A1	478	Fetal anomalies
ALDH5A1	486	Hereditary ataxia and cerebellar anomalies - childhood onset
ALDH5A1	488	Hypotonic infant
ALDH5A1	490	Intellectual disability
ALDH5A1	496	Neurotransmitter disorders
ALDH5A1	847	Paediatric disorders
ALDH5A1	1220	Unexplained death in infancy and sudden unexplained death in childhood
ALG11	25	Childhood onset dystonia, chorea or related movement disorder
ALG11	285	Childhood onset leukodystrophy
ALG11	402	Congenital disorders of glycosylation
ALG11	478	Early onset or syndromic epilepsy
ALG11	486	Fetal anomalies
ALG11	488	Hereditary ataxia and cerebellar anomalies - childhood onset
ALG11	490	Hypotonic infant
ALG11	496	Intellectual disability
ALG11	847	Paediatric disorders
ALG11	1220	Unexplained death in infancy and sudden unexplained death in childhood
ALG12	25	Childhood onset dystonia, chorea or related movement disorder
ALG12	285	Childhood onset leukodystrophy
ALG12	402	Congenital disorders of glycosylation
ALG12	478	Early onset or syndromic epilepsy
ALG12	486	Fetal anomalies
ALG12	488	Hereditary ataxia and cerebellar anomalies - childhood onset
ALG12	490	Hypotonic infant
ALG12	496	Intellectual disability
ALG12	847	Paediatric disorders
ALG12	1220	Unexplained death in infancy and sudden unexplained death in childhood
CENPF	150	CAKUT
CENPF	234	Childhood onset dystonia, chorea or related movement disorder
CENPF	285	Childhood onset leukodystrophy
CENPF	478	Fetal anomalies
CENPF	486	Hereditary ataxia and cerebellar anomalies - childhood onset
CENPF	488	Hypotonic infant
CENPF	490	Intellectual disability
CENPF	496	Paediatric disorders
CENPF	678	Rare multisystem ciliopathy disorders
CENPF	847	Unexplained young onset end-stage renal disease
COG5	20	Childhood onset dystonia, chorea or related movement disorder
COG5	25	Childhood onset leukodystrophy
COG5	285	Congenital disorders of glycosylation
COG5	478	Fetal anomalies
COG5	486	Hereditary ataxia
COG5	488	Hereditary ataxia and cerebellar anomalies - childhood onset
COG5	490	Hypotonic infant
COG5	496	Intellectual disability
COG5	847	Paediatric disorders
COG5	1220	Unexplained death in infancy and sudden unexplained death in childhood
